n,lstate,i,p_error,sim_type,decoder_type,shots,prep_rate,prep_rate_SEM,prep_rate_SD,LER,N_samples,LER_SEM,LER_SD,eff,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_accept,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal,meas_type
4,z,12,0.005,m1,anqi,296000000,0.8348455506756757,3.8209451857957856e-05,0.0003353980950587,2.0233143696208414e-08,296,1.7614485466559056e-08,1.546178912193226e-07,0.8348455337837838,3.820935653445348e-05,0.0003353972583201,2,0,24,8,16,1.0,0.0,247114283,5.0,0,0,0,0,5546.702752491925,"['z', 'z', 'x', 'z']"
4,z,12,0.005,m1,val,3000000,0.8350776666666667,0.0003583198313115,0.0003166470169342,9.978350834401682e-07,3,7.821011552492315e-07,6.91142315076522e-07,0.8350768333333334,0.0003580356081608,0.0003163958491088,2,0,24,8,16,1.0,0.0,2505233,0.0,5,0,0,0,64.1735698429984,"['z', 'z', 'x', 'z']"
4,z,12,0.005,normal,anqi,296000000,0.7875741689189188,4.7139547992566e-05,0.0004137854334422,6.862262187950715e-08,296,3.4852856147970894e-08,3.0593429088805304e-07,0.7875741148648648,4.713767044354557e-05,0.0004137689525367,2,0,32,16,32,1.0,0.0,233121954,16.0,0,0,0,0,63580.39098370908,"['z', 'z', 'x', 'z']"
4,z,12,0.005,normal,val,3000000,0.7875976666666666,0.0004316605520288,0.0003814581672128,2.116191477882798e-06,3,1.097833994397502e-06,9.701552329452854e-07,0.7875960000000001,0.0004318035397415,0.0003815845253676,2,0,32,16,32,1.0,0.0,2362793,0.0,10,0,0,0,668.4999957049149,"['z', 'z', 'x', 'z']"
4,z,12,0.01,m1,anqi,296000000,0.7019393141891892,5.368281309524179e-05,0.0004712214484644,7.411715540891638e-07,296,1.1797152137890749e-07,1.0355402032135054e-06,0.701938793918919,5.3680658781900506e-05,0.0004712025381541,2,0,24,8,16,1.0,0.0,207774037,154.0,0,0,0,0,12211.831767142923,"['z', 'z', 'x', 'z']"
4,z,12,0.01,m1,val,3000000,0.7023133333333332,0.0004386991037652,0.0003876781311001,1.6847978566988302e-05,3,4.847373840077985e-06,4.283621313415982e-06,0.7023015,0.0004363194354292,0.0003855752196394,2,0,24,8,16,1.0,0.0,2106940,1.0,69,0,0,0,114.45725208194926,"['z', 'z', 'x', 'z']"
4,z,12,0.01,normal,anqi,296000000,0.6285548445945945,5.858239200517428e-05,0.0005142293785203,2.622914160085042e-06,296,2.3535772991319057e-07,2.065942598802075e-06,0.6285531959459459,5.858198413766313e-05,0.000514225798307,2,0,32,16,32,1.0,0.0,186052234,488.0,0,0,0,0,100436.30150375812,"['z', 'z', 'x', 'z']"
4,z,12,0.01,normal,val,3000000,0.6293873333333333,0.000270618048507,0.0002391450048262,3.998619304781876e-05,3,1.0536509149554775e-06,9.311106725226132e-07,0.6293621666666667,0.0002712183320582,0.0002396754750351,2,0,32,16,32,1.0,0.0,1888162,4.0,143,0,0,0,1150.269332949014,"['z', 'z', 'x', 'z']"
4,z,12,0.05,m1,anqi,3000000,0.228046,0.0001527836448489,0.000135014814002,0.0021355435120076,3,8.69365011360979e-05,7.68257331632607e-05,0.2275589999999999,0.0001597490181503,0.0001411701101508,2,0,24,8,16,1.0,0.0,684138,1461.0,0,0,0,0,689.8603412699886,"['z', 'z', 'x', 'z']"
4,z,12,0.05,m1,val,3000000,0.228046,0.0001527836448489,0.000135014814002,0.0103824461721418,3,0.0001404176518416,0.0001240869935046,0.2256783333333333,0.0001771617872015,0.0001565577635677,2,0,24,8,16,1.0,0.0,684138,1461.0,11284,0,0,0,929.0871766039636,"['z', 'z', 'x', 'z']"
4,z,12,0.05,normal,anqi,4000000,0.1662735,0.000345990893329,0.0003530519319684,0.0066262532837092,4,0.0001670707616707,0.0001704803690518,0.16517175,0.0003570486466855,0.0003643353537607,2,0,32,16,32,1.0,0.0,665094,4407.0,0,0,0,0,1943.60352086497,"['z', 'z', 'x', 'z']"
4,z,12,0.05,normal,val,4000000,0.1662735,0.000345990893329,0.0003530519319684,0.0230366062985411,4,0.0001438836575542,0.0001468200587288,0.162443125,0.0003402252642367,0.0003471686369763,2,0,32,16,32,1.0,0.0,665094,4408.0,21827,0,0,0,2536.006712665898,"['z', 'z', 'x', 'z']"
4,z,12,0.1,m1,anqi,3000000,0.1028006666666666,0.0004148867291736,0.0003666351501606,0.0384777257929104,3,0.0013175675386525,0.0011643336323212,0.0988453333333333,0.0005042120899427,0.0004455719171282,2,0,24,8,16,1.0,0.0,308402,11866.0,0,0,0,0,1548.2277278249385,"['z', 'z', 'x', 'z']"
4,z,12,0.1,m1,val,3000000,0.1028006666666666,0.0004148867291736,0.0003666351501606,0.1054868040537511,3,0.0012707764261302,0.0011229843546522,0.0919566666666666,0.0004413444383295,0.0003900158116452,2,0,24,8,16,1.0,0.0,308402,11866.0,41332,0,0,0,1557.625220055983,"['z', 'z', 'x', 'z']"
4,z,12,0.1,normal,anqi,4000000,0.081364,0.0001915676500177,0.0001954771938956,0.0829983122472287,4,0.0006226089294835,0.0006353152341668,0.074611,0.0002183076941688,0.0002227629532335,2,0,32,16,32,1.0,0.0,325456,27012.0,0,0,0,0,2294.2699148979736,"['z', 'z', 'x', 'z']"
4,z,12,0.1,normal,val,4000000,0.081364,0.0001915676500177,0.0001954771938956,0.1799671090500527,4,0.0007753985436913,0.0007912230037666,0.06672125,0.0002113002496449,0.0002156124996376,2,0,32,16,32,1.0,0.0,325456,27012.0,63118,0,0,0,2486.631038902968,"['z', 'z', 'x', 'z']"
4,z,14,0.0001,m1,anqi,296000000,0.9934720304054054,8.90993651612522e-06,7.821037961266298e-05,0.0,296,0.0,0.0,0.9934720304054054,8.90993651612522e-06,7.821037961266298e-05,1,1,40,8,32,1.0,0.0,294067721,0.0,0,0,0,0,952.6109961676412,"['z', 'x', 'z', 'z']"
4,z,14,0.0001,m1,val,3000000,0.993492,5.096000000008305e-05,4.50333209968642e-05,0.0,3,0.0,0.0,0.993492,5.096000000008305e-05,4.50333209968642e-05,1,1,40,8,32,1.0,0.0,2980476,0.0,0,0,0,0,12.28112013504142,"['z', 'x', 'z', 'z']"
4,z,14,0.0001,normal,anqi,296000000,0.9922475304054054,9.558142756523717e-06,8.39002581024943e-05,0.0,296,0.0,0.0,0.9922475304054054,9.558142756523717e-06,8.39002581024943e-05,1,1,48,16,48,1.0,0.0,293705269,0.0,0,0,0,0,14401.626128576812,"['z', 'x', 'z', 'z']"
4,z,14,0.0001,normal,val,3000000,0.9923566666666668,9.845843883476915e-05,8.700766249782287e-05,0.0,3,0.0,0.0,0.9923566666666668,9.845843883476915e-05,8.700766249782287e-05,1,1,48,16,48,1.0,0.0,2977070,0.0,0,0,0,0,171.59590254997602,"['z', 'x', 'z', 'z']"
4,z,14,0.005,m1,anqi,296000000,0.7211200709459459,5.2717614682103154e-05,0.0004627490497939,0.0,296,0.0,0.0,0.7211200709459459,5.2717614682103154e-05,0.0004627490497939,1,1,40,8,32,1.0,0.0,213451541,0.0,0,0,0,0,10327.884913273096,"['z', 'x', 'z', 'z']"
4,z,14,0.005,m1,val,3000000,0.7214106666666668,0.0005337601385558,0.0004716835097111,2.3113221502322413e-07,3,4.530191414455194e-07,4.003327396861588e-07,0.7214105000000001,0.0005339537292063,0.0004718545856511,1,1,40,8,32,1.0,0.0,2164232,0.0,1,0,0,0,133.5075979650137,"['z', 'x', 'z', 'z']"
4,z,14,0.005,normal,anqi,296000000,0.6786638344594594,5.186628989182645e-05,0.0004552762204532,4.976590516338386e-09,296,9.754117412023236e-09,8.562050068484482e-08,0.6786638310810811,5.186612901029052e-05,0.0004552748082539,1,1,48,16,48,1.0,0.0,200884495,1.0,0,0,0,0,66965.15682437335,"['z', 'x', 'z', 'z']"
4,z,14,0.005,normal,val,3000000,0.6787169999999999,0.0003027740094525,0.0002675612079506,4.91204889421395e-07,3,4.813808432866224e-07,4.253959583483579e-07,0.6787166666666667,0.0003030141053555,0.000267773380554,1,1,48,16,48,1.0,0.0,2036151,0.0,2,0,0,0,654.4861556959804,"['z', 'x', 'z', 'z']"
4,z,14,0.01,m1,anqi,296000000,0.5212771722972973,5.5614467158019686e-05,0.0004881772816801,1.6846925395196618e-07,296,6.195282405754903e-08,5.43814636484592e-07,0.5212770844594594,5.561218991055968e-05,0.0004881572922685,1,1,40,8,32,1.0,0.0,154298043,26.0,0,0,0,0,23114.2086059617,"['z', 'x', 'z', 'z']"
4,z,14,0.01,m1,val,3000000,0.5213833333333333,0.0007100047208606,0.0006274307398696,4.155449518978525e-06,3,6.242779575476397e-07,5.516740512846116e-07,0.5213811666666667,0.000709882744903,0.00062732294979,1,1,40,8,32,1.0,0.0,1564150,0.0,13,0,0,0,299.46752346592257,"['z', 'x', 'z', 'z']"
4,z,14,0.01,normal,anqi,296000000,0.4623498614864865,6.014010647121623e-05,0.0005279028137346,4.3850347619683693e-07,296,1.1282827542269053e-07,9.903933923525055e-07,0.4623496587837838,6.0144032928218405e-05,0.0005279372797145,1,1,48,16,48,1.0,0.0,136855559,60.0,0,0,0,0,109920.75144198672,"['z', 'x', 'z', 'z']"
4,z,14,0.01,normal,val,3000000,0.4630736666666666,0.0006536027777718,0.000577588377076,4.318827733290569e-06,3,1.2217485305285585e-06,1.0796584331367748e-06,0.4630716666666667,0.0006535124037928,0.0005775085136457,1,1,48,16,48,1.0,0.0,1389221,0.0,12,0,0,0,1035.3830406839843,"['z', 'x', 'z', 'z']"
4,z,14,0.05,m1,anqi,3000000,0.0447636666666666,0.000179645283576,0.0001587524278029,0.0006256461912164,3,0.0002163043884126,0.0001911480564442,0.0447356666666666,0.0001827477391865,0.0001614940659384,1,1,40,8,32,1.0,0.0,134291,84.0,0,0,0,0,1332.1114450679745,"['z', 'x', 'z', 'z']"
4,z,14,0.05,m1,val,3000000,0.0447636666666666,0.000179645283576,0.0001587524278029,0.003488836931299,3,0.0002993748396324,0.0002645573636486,0.0446075,0.000182591472236,0.0001613559729294,1,1,40,8,32,1.0,0.0,134291,85.0,767,0,0,0,1235.4549953470123,"['z', 'x', 'z', 'z']"
4,z,14,0.05,normal,anqi,4000000,0.02696475,3.9891136442404766e-05,4.0705241267759966e-05,0.0016133549290835,4,0.000277103630172,0.0002827588062979,0.02692125,4.356593279157273e-05,4.44550334607885e-05,1,1,48,16,48,1.0,0.0,107859,174.0,0,0,0,0,2136.7335917089367,"['z', 'x', 'z', 'z']"
4,z,14,0.05,normal,val,4000000,0.02696475,3.9891136442404766e-05,4.0705241267759966e-05,0.0063835880047211,4,0.0003981748441401,0.0004063008613675,0.026792625,4.643617223314938e-05,4.738384921749937e-05,1,1,48,16,48,1.0,0.0,107859,175.0,1027,0,0,0,1992.902033147984,"['z', 'x', 'z', 'z']"
4,z,14,0.1,m1,anqi,3000000,0.0042586666666666,1.432871863698125e-05,1.2662279942148262e-05,0.0257496611502961,3,0.0022196665365673,0.0019615179679566,0.004149,1.285257950763222e-05,1.1357816691600813e-05,1,1,40,8,32,1.0,0.0,12776,329.0,0,0,0,0,1372.631086546986,"['z', 'x', 'z', 'z']"
4,z,14,0.1,m1,val,3000000,0.0042586666666666,1.432871863698125e-05,1.2662279942148262e-05,0.0748291460613215,3,0.0013588724489011,0.0012008347563787,0.00394,1.7208234462992267e-05,1.5206906325745071e-05,1,1,40,8,32,1.0,0.0,12776,330.0,1252,0,0,0,1326.5510073479963,"['z', 'x', 'z', 'z']"
4,z,14,0.1,normal,anqi,4000000,0.0025615,9.43738812737224e-05,9.629987885073716e-05,0.0583414847436471,4,0.0028416146760705,0.0028996068123168,0.002412,8.722183518668547e-05,8.900187263947497e-05,1,1,48,16,48,1.0,0.0,10246,598.0,0,0,0,0,2022.7458421370247,"['z', 'x', 'z', 'z']"
4,z,14,0.1,normal,val,4000000,0.0025615,9.43738812737224e-05,9.629987885073716e-05,0.1284147516630028,4,0.0049164261326279,0.0050167613598244,0.002232375,7.637021119738573e-05,7.792878693610789e-05,1,1,48,16,48,1.0,0.0,10246,598.0,1437,0,0,0,2109.76448606106,"['z', 'x', 'z', 'z']"
4,z,15,0.0001,m1,anqi,296000000,0.9906135337837838,1.0672097186465195e-05,9.367841967292252e-05,0.0,296,0.0,0.0,0.9906135337837838,1.0672097186465195e-05,9.367841967292252e-05,0,2,56,8,48,1.0,0.0,293221606,0.0,0,0,0,0,966.8857423356968,"['x', 'z', 'z', 'z']"
4,z,15,0.0001,m1,val,3000000,0.990706,2.5630325788057275e-05,2.264950330584593e-05,0.0,3,0.0,0.0,0.990706,2.5630325788057275e-05,2.264950330584593e-05,0,2,56,8,48,1.0,0.0,2972118,0.0,0,0,0,0,13.163379009987692,"['x', 'z', 'z', 'z']"
4,z,15,0.0001,normal,anqi,296000000,0.9893913817567568,1.0882560190807494e-05,9.552583928519952e-05,0.0,296,0.0,0.0,0.9893913817567568,1.0882560190807494e-05,9.552583928519952e-05,0,2,64,16,64,1.0,0.0,292859849,0.0,0,0,0,0,14092.39936507569,"['x', 'z', 'z', 'z']"
4,z,15,0.0001,normal,val,3000000,0.989509,7.596949212237049e-05,6.71341939699741e-05,0.0,3,0.0,0.0,0.989509,7.596949212237049e-05,6.71341939699741e-05,0,2,64,16,64,1.0,0.0,2968527,0.0,0,0,0,0,182.75557589897653,"['x', 'z', 'z', 'z']"
4,z,15,0.005,m1,anqi,296000000,0.6244796655405406,5.1971344836638174e-05,0.0004561983804595,0.0,296,0.0,0.0,0.6244796655405406,5.1971344836638174e-05,0.0004561983804595,0,2,56,8,48,1.0,0.0,184845981,0.0,0,0,0,0,12122.299403549929,"['x', 'z', 'z', 'z']"
4,z,15,0.005,m1,val,3000000,0.6249526666666667,0.0004841825960431,0.0004278718655548,2.667541620318131e-07,3,5.228381575823537e-07,4.62031761769561e-07,0.6249525,0.0004842869415267,0.0004279640755951,0,2,56,8,48,1.0,0.0,1874858,0.0,1,0,0,0,136.61555955995573,"['x', 'z', 'z', 'z']"
4,z,15,0.005,normal,anqi,297000000,0.5877112592592593,5.604642538676029e-05,0.0004927992883909,0.0,297,0.0,0.0,0.5877112592592593,5.604642538676029e-05,0.0004927992883909,0,2,64,16,64,1.0,0.0,174550244,0.0,0,0,0,0,66123.00523866795,"['x', 'z', 'z', 'z']"
4,z,15,0.005,normal,val,4000000,0.587871,0.0004503921923538,0.0004595838697488,2.1274712706279614e-07,4,4.169843690430805e-07,4.254942541255923e-07,0.587870875,0.000450505615383,0.0004596996075337,0,2,64,16,64,1.0,0.0,2351484,0.0,1,0,0,0,1118.5446762979263,"['x', 'z', 'z', 'z']"
4,z,15,0.01,m1,anqi,296000000,0.3909348614864865,5.596726742765113e-05,0.000491274121143,6.906089328265162e-08,296,4.7285615645538523e-08,4.150675981992674e-07,0.3909348344594595,5.596464956473577e-05,0.0004912511418488,0,2,56,8,48,1.0,0.0,115716719,8.0,0,0,0,0,26908.09142584086,"['x', 'z', 'z', 'z']"
4,z,15,0.01,m1,val,3000000,0.3909353333333333,0.0004238336034079,0.0003745414974783,2.1320779028465857e-06,3,8.37316057438876e-07,7.399356905496906e-07,0.3909345,0.0004241362559366,0.0003748089513338,0,2,56,8,48,1.0,0.0,1172806,0.0,5,0,0,0,308.95837191096507,"['x', 'z', 'z', 'z']"
4,z,15,0.01,normal,anqi,296000000,0.3467261452702702,5.879284625070032e-05,0.0005160767212487,4.8726220683725134e-08,296,4.241987478094685e-08,3.723566945437994e-07,0.3467261283783783,5.879305965270073e-05,0.0005160785944665,0,2,64,16,64,1.0,0.0,102630939,5.0,0,0,0,0,95455.23107213946,"['x', 'z', 'z', 'z']"
4,z,15,0.01,normal,val,3000000,0.347316,0.0006576678679495,0.0005811806947929,1.920112363480771e-06,3,9.436231251887069e-07,8.338791816447792e-07,0.3473153333333333,0.0006578889057516,0.0005813760257641,0,2,64,16,64,1.0,0.0,1041948,0.0,4,0,0,0,1083.8056047440623,"['x', 'z', 'z', 'z']"
4,z,15,0.05,m1,anqi,3000000,0.0104173333333333,0.0001170342316494,0.0001034230793069,0.0001920246951217,3,0.0001081123908191,9.553885399310643e-05,0.0104153333333333,0.0001170834581731,0.0001034665807559,0,2,56,8,48,1.0,0.0,31252,6.0,0,0,0,0,796.2291480590357,"['x', 'z', 'z', 'z']"
4,z,15,0.05,m1,val,3000000,0.0104173333333333,0.0001170342316494,0.0001034230793069,0.0015670440746091,3,0.0002892848106474,0.0002556408111731,0.0104009999999999,0.0001153669941245,0.0001019497425205,0,2,56,8,48,1.0,0.0,31252,5.0,88,0,0,0,1129.8434762700344,"['x', 'z', 'z', 'z']"
4,z,15,0.05,normal,anqi,4000000,0.00599775,7.540005194516344e-05,7.69388285154729e-05,8.403360157806079e-05,4,9.510094865650236e-05,9.704178434336976e-05,0.00599725,7.580232955962985e-05,7.734931587717332e-05,0,2,64,16,64,1.0,0.0,23991,2.0,0,0,0,0,1247.0528675370151,"['x', 'z', 'z', 'z']"
4,z,15,0.05,normal,val,4000000,0.00599775,7.540005194516344e-05,7.69388285154729e-05,0.0013320125287474,4,0.0003594563971716,0.0003667922420118,0.00598975,7.419847011001398e-05,7.571272460205508e-05,0,2,64,16,64,1.0,0.0,23991,0.0,64,0,0,0,1178.9995504980325,"['x', 'z', 'z', 'z']"
4,z,15,0.1,m1,anqi,3000000,0.0002046666666666,3.4571150464577223e-06,3.0550504633038847e-06,0.0097572540059435,3,0.0055213807122368,0.0048792407762882,0.0002026666666666,3.266666666666653e-06,2.8867513459481166e-06,0,2,56,8,48,1.0,0.0,614,6.0,0,0,0,0,869.4477280289866,"['x', 'z', 'z', 'z']"
4,z,15,0.1,m1,val,3000000,0.0002046666666666,3.4571150464577223e-06,3.0550504633038847e-06,0.0333419512765756,3,0.0086052374844947,0.0076044431297658,0.0001978333333333,2.673881905478332e-06,2.3629078131263025e-06,0,2,56,8,48,1.0,0.0,614,6.0,29,0,0,0,1050.8145889800508,"['x', 'z', 'z', 'z']"
4,z,15,0.1,normal,anqi,4000000,9.9e-05,1.2318408988177006e-05,1.2569805089976535e-05,0.0100467735777014,4,0.0142971915934674,0.0145889710137423,9.8e-05,1.2318408988177006e-05,1.2569805089976535e-05,0,2,64,16,64,1.0,0.0,396,4.0,0,0,0,0,1227.177915448032,"['x', 'z', 'z', 'z']"
4,z,15,0.1,normal,val,4000000,9.9e-05,1.2318408988177006e-05,1.2569805089976535e-05,0.0338248739075713,4,0.0089798588046423,0.0091631212292269,9.5625e-05,1.1735303930164456e-05,1.197479992873924e-05,0,2,64,16,64,1.0,0.0,396,4.0,19,0,0,0,1026.5815139260376,"['x', 'z', 'z', 'z']"
