n,lstate,i,meas_type,p_error,sim_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
4,x,10,"['x', 'x', 'x', 'z']",0.1,normal,100000,84946,26,51,0,0.84946,0.00030607680173289076,19.11115955101559,5.222164567036089
4,x,10,"['x', 'x', 'x', 'z']",0.01,normal,100000,98425,0,1,0,0.98425,0.0,19.58837054099422,5.954089267994277
4,x,11,"['z', 'x', 'x', 'z']",1.0,normal,100000,41896,1622,2879,0,0.41896,0.038714913118197414,55.57205034600338,7.00196992396377
4,x,11,"['z', 'x', 'x', 'z']",0.1,normal,100000,91237,52,103,0,0.91237,0.0005699442112301334,59.78864198195515,15.099928236042615
4,x,11,"['z', 'x', 'x', 'z']",0.01,normal,100000,99114,0,1,0,0.99114,0.0,35.3381329489639,-7.459523808967788
4,x,12,"['x', 'z', 'x', 'z']",1.0,normal,100000,22991,5218,9529,0,0.22991,0.22695837501631078,15.809384440013673,1.30713689600816
4,x,12,"['x', 'z', 'x', 'z']",0.1,normal,100000,85631,2138,4230,0,0.85631,0.02496759351169553,54.678320951003116,14.670303223014344
4,x,12,"['x', 'z', 'x', 'z']",0.01,normal,100000,98474,256,513,0,0.98474,0.0025996709791417105,56.1802796649863,16.96697096497519
4,x,13,"['z', 'z', 'x', 'z']",1.0,normal,100000,75683,4120,6728,0,0.75683,0.054437588361983535,59.98393740301253,12.69978861301206
4,x,13,"['z', 'z', 'x', 'z']",0.1,normal,100000,97241,70,134,0,0.97241,0.0007198609639966769,47.399892382964026,27.468919771083165
4,x,13,"['z', 'z', 'x', 'z']",0.01,normal,100000,99705,2,3,0,0.99705,2.005917456493478e-05,60.1750080579659,16.587667580985
4,x,14,"['x', 'x', 'z', 'z']",1.0,normal,100000,25270,5623,9866,0,0.2527,0.22251681836169368,15.605101777007803,1.57779671496246
4,x,14,"['x', 'x', 'z', 'z']",0.1,normal,100000,86980,2349,4634,0,0.8698,0.027006208323752556,54.622369795979466,14.977694830973633
4,x,14,"['x', 'x', 'z', 'z']",0.01,normal,100000,98645,264,525,0,0.98645,0.0026762633686451265,19.766954493999947,6.239435187948402
4,x,15,"['z', 'x', 'z', 'z']",1.0,normal,100000,46502,11699,17500,0,0.46502,0.25158057717947613,19.586127850983758,3.5965854030218907
4,x,15,"['z', 'x', 'z', 'z']",0.1,normal,100000,92655,3000,5817,0,0.92655,0.03237817710862878,59.70872234000126,16.475005455024075
4,x,15,"['z', 'x', 'z', 'z']",0.01,normal,100000,99270,324,649,0,0.9927,0.003263825929283759,21.168959970993455,37.95721224998124
4,x,16,"['x', 'z', 'z', 'z']",1.0,normal,100000,24163,9804,0,0,0.24163,0.405744319827836,15.57654244499281,1.7397452360019088
4,x,16,"['x', 'z', 'z', 'z']",0.1,normal,100000,86801,6591,0,0,0.86801,0.07593230492736258,54.67837040498853,15.761008421017323
4,x,16,"['x', 'z', 'z', 'z']",0.01,normal,100000,98659,808,0,0,0.98659,0.00818982556076997,55.92433589097345,18.00794688501628
4,z,2,"['z', 'x', 'x', 'x']",1.0,normal,100000,40426,8128,13049,0,0.40426,0.20105872458318907,55.5720099430182,7.154980166989844
4,z,2,"['z', 'x', 'x', 'x']",0.1,normal,100000,91319,2200,4321,0,0.91319,0.024091372003635647,20.884173864964396,6.456647705053911
4,z,2,"['z', 'x', 'x', 'x']",0.01,normal,100000,99115,236,471,0,0.99115,0.0023810724915501735,21.13877694797702,20.15602557704551
4,z,3,"['x', 'z', 'x', 'x']",1.0,normal,100000,19398,4302,7641,0,0.19398,0.22177544076708944,44.32140330498805,3.3538557550054975
4,z,3,"['x', 'z', 'x', 'x']",0.1,normal,100000,84685,2234,4412,0,0.84685,0.026380114542126742,54.72386363794794,14.85200044605881
4,z,3,"['x', 'z', 'x', 'x']",0.01,normal,100000,98311,270,540,0,0.98311,0.002746386467434969,56.16488891100744,17.367875262978487
4,z,4,"['z', 'z', 'x', 'x']",1.0,normal,100000,64809,3040,5026,0,0.64809,0.0469070653767224,20.93306384998141,4.4090837690164335
4,z,4,"['z', 'z', 'x', 'x']",0.1,normal,100000,95651,58,113,0,0.95651,0.0006063710781905041,32.09345570899313,10.933832312060986
4,z,4,"['z', 'z', 'x', 'x']",0.01,normal,100000,99539,0,0,0,0.99539,0.0,20.77007655496709,19.1014253370231
4,z,5,"['x', 'x', 'z', 'x']",1.0,normal,100000,22515,4958,9269,0,0.22515,0.22020874972240734,15.410611931991298,1.5166207299917005
4,z,5,"['x', 'x', 'z', 'x']",0.1,normal,100000,85745,2190,4356,0,0.85745,0.02554084786284916,54.6758845919976,14.751682645000983
4,z,5,"['x', 'x', 'z', 'x']",0.01,normal,100000,98478,260,521,0,0.98478,0.00264018359430529,56.23046092799632,16.935212199983653
