n,lstate,i,p_error,sim_type,N_samples,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,prep_rate_SEM,prep_rate_SD,LER,LER_SEM,LER_SD,detect_normal,decoding_normal
3,z,7.0,0.3,normal,1125,0.0,112500000.0,107299995.0,143.0,16084.0,0.0,0.9537777333333333,0.00042576975301629867,0.00728609778449801,7.624387841913381e-05,2.798630359165841e-06,4.789230403308269e-05,0.0,667.9116234990215
3,z,7.0,0.5,m1,1125,0.0,112500000.0,104022429.0,197.0,43832.0,0.0,0.9246438133333335,0.00046965095313556554,0.008037026455933871,0.00021231562330346814,5.331806173209449e-06,9.12419467817552e-05,0.0,192.5415950326387
3,z,7.0,0.5,normal,1125,0.0,112500000.0,103964780.0,405.0,42995.0,0.0,0.9241313777777778,0.0006856314093842126,0.011733049277235357,0.00021053239684248016,7.052877308622863e-06,0.00012069423290086596,0.0,876.5466288981297
3,z,7.0,0.8,m1,1125,0.0,112500000.0,99254190.0,804.0,105760.0,0.0,0.8822594666666668,0.0007145701948525966,0.012228271916216909,0.0005397874840030358,1.2971998003107628e-05,0.0002219867551449504,0.0,359.970133347866
3,z,7.0,0.8,normal,1125,0.0,112500000.0,99176018.0,1323.0,104214.0,0.0,0.8815646044444444,0.0010425738679818108,0.0178413217375425,0.0005382155243950198,1.7814878929902478e-05,0.0003048618390167652,0.0,852.0430237271175
3,z,7.0,1.0,m1,1125,0.0,112500000.0,96210378.0,1603.0,159703.0,0.0,0.8552033600000001,0.0008655947446318818,0.014812719566046878,0.0008445031892973598,2.012416420543183e-05,0.00034438009556413476,0.0,247.99294188503697
3,z,7.0,1.0,normal,1125,0.0,112500000.0,96112897.0,2367.0,157904.0,0.0,0.8543368622222222,0.001264107575459403,0.021632376042854617,0.000845012117113347,2.7683102733710044e-05,0.0004737344352603514,0.0,974.5502761322314
4,x,2.0,0.1,m1,243,0.0,24300000.0,22747879.0,0.0,0.0,0.0,0.93612670781893,0.002434367348200455,0.019361240501188336,0.0,0.0,0.0,0.0,616.0368142648658
4,x,2.0,0.1,normal,244,0.0,24400000.0,22656179.0,0.0,0.0,0.0,0.9285319262295082,0.0020651992479531877,0.01645889975205005,0.0,0.0,0.0,0.0,7069.615780064341
4,x,2.0,0.3,m1,243,0.0,24300000.0,19956852.0,0.0,3.0,0.0,0.8212696296296297,0.004720989126162267,0.037547416967571016,7.665359372595254e-08,8.63886231173067e-08,6.870741632223724e-07,0.0,1105.715839321958
4,x,2.0,0.3,normal,244,0.0,24400000.0,19564975.0,0.0,0.0,0.0,0.801843237704918,0.0035528850547006663,0.028315223823479056,0.0,0.0,0.0,0.0,7907.507807233429
4,x,2.0,0.5,m1,243,0.0,24300000.0,17534616.0,0.0,14.0,0.0,0.7215891358024691,0.005452065173520552,0.04336188009205603,3.9653240420761365e-07,2.1733285777857145e-07,1.7285122277753266e-06,0.0,1570.632177413121
4,x,2.0,0.5,normal,244,0.0,24400000.0,16910105.0,0.0,13.0,0.0,0.6930370901639343,0.003980787078615844,0.03172544999042121,3.8238245824601594e-07,2.0275032452957916e-07,1.6158476086195046e-06,0.0,8938.287444534828
4,x,2.0,0.8,m1,244,0.0,24400000.0,14505911.0,0.0,56.0,0.0,0.5945045491803279,0.005617264030252565,0.04476758629771653,1.91360965989547e-06,5.240299493757569e-07,4.1763313696708026e-06,0.0,2327.5155167311896
4,x,2.0,0.8,normal,244,0.0,24400000.0,13605599.0,0.0,45.0,0.0,0.5576065163934426,0.004273110486539546,0.03405516305368247,1.6607840729068183e-06,4.861619752413341e-07,3.8745371526191514e-06,0.0,9269.9580926841
4,x,2.0,1.0,m1,244,0.0,24400000.0,12762511.0,2.0,97.0,0.0,0.5230537295081967,0.005557196929484732,0.04428887297699753,3.9142674464702666e-06,8.215744891163547e-07,6.547654987096106e-06,0.0,2659.342244875792
4,x,2.0,1.0,normal,244,0.0,24400000.0,11772405.0,1.0,104.0,0.0,0.4824756147540984,0.0043599832487254755,0.034747507913588355,4.504061041978327e-06,9.909147492179445e-07,7.897236325439362e-06,0.0,9867.540785876045
4,x,3.0,0.1,m1,243,0.0,24300000.0,23481069.0,0.0,1.0,0.0,0.9662991358024691,0.000538400683597288,0.004282059208868809,2.12849195068199e-08,4.1718442233367e-08,3.317990581874336e-07,0.0,481.81391599730705
4,x,3.0,0.1,normal,244,0.0,24400000.0,23421361.0,0.0,0.0,0.0,0.959891844262295,0.0015265076672103953,0.012165720421529606,0.0,0.0,0.0,0.0,7381.159874063218
4,x,3.0,0.3,m1,243,0.0,24300000.0,21927342.0,0.0,4.0,0.0,0.9023597530864197,0.0014808840758101063,0.011777907211635238,9.181118137686139e-08,8.942051613817262e-08,7.111877013842496e-07,0.0,950.512343435752
4,x,3.0,0.3,normal,244,0.0,24400000.0,21604242.0,0.0,19.0,0.0,0.8854197540983606,0.003313089298005724,0.026404137363264295,4.403518901570391e-07,2.1095663604959812e-07,1.6812489778946241e-06,0.0,8448.527394877892
4,x,3.0,0.5,m1,243,0.0,24300000.0,20481423.0,0.0,20.0,0.0,0.842856913580247,0.002305955334433078,0.018339941935205696,4.860431064309547e-07,2.2586602578886947e-07,1.796379026188703e-06,0.0,1275.6160935412918
4,x,3.0,0.5,normal,244,0.0,24400000.0,19934476.0,1.0,49.0,0.0,0.8169867213114754,0.0042169738583973815,0.03360777419474998,1.2765317827408735e-06,3.69113167176606e-07,2.9416999941979244e-06,0.0,9224.157918060839
4,x,3.0,0.8,m1,244,0.0,24400000.0,18566948.0,3.0,92.0,0.0,0.7609404918032786,0.0033170667486058995,0.02643583622271425,2.663884146543654e-06,6.103814615475985e-07,4.864522053297511e-06,0.0,1820.9508589445322
4,x,3.0,0.8,normal,244,0.0,24400000.0,17687338.0,8.0,149.0,0.0,0.7248909016393442,0.0050324506001591515,0.04010683231521353,4.67026306859587e-06,8.543662212248896e-07,6.808993369823762e-06,0.0,10910.568855451857
4,x,3.0,1.0,m1,244,0.0,24400000.0,17344311.0,7.0,186.0,0.0,0.7108324180327869,0.003868269109119618,0.030828721995735935,5.79516767778354e-06,9.302815948395158e-07,7.4140117597931156e-06,0.0,2068.4448876942624
4,x,3.0,1.0,normal,244,0.0,24400000.0,16341780.0,19.0,254.0,0.0,0.6697450819672132,0.005390961005265248,0.04296403208591665,9.058278743956563e-06,1.251396249493802e-06,9.97318076738752e-06,0.0,10697.24944064283
4,x,4.0,0.1,m1,243,0.0,24300000.0,22725694.0,12.0,1213.0,0.0,0.935213744855967,0.0008293561794853149,0.006596113961203065,2.7216066921760676e-05,1.9532125882018023e-06,1.5534474983029417e-05,0.0,7022.717282683239
4,x,4.0,0.1,normal,244,0.0,24400000.0,22601524.0,6.0,1253.0,0.0,0.9262919672131148,0.0007677200882523032,0.006118454663734264,2.7984485192864898e-05,2.058713210137941e-06,1.6407208349249593e-05,0.0,12660.91405991264
4,x,4.0,0.3,m1,243,0.0,24300000.0,19886186.0,75.0,9285.0,0.0,0.8183615637860082,0.002148467892223382,0.017087397923393782,0.0002372552236496715,1.166094556211742e-05,9.274293449027539e-05,0.0,7872.558811215131
4,x,4.0,0.3,normal,244,0.0,24400000.0,19399495.0,79.0,9432.0,0.0,0.7950612704918032,0.001964767945543956,0.01565849817338415,0.0002472983116292751,1.148501508414445e-05,9.153146463134921e-05,0.0,11698.227543635265
4,x,4.0,0.5,m1,243,0.0,24300000.0,17408767.0,298.0,22353.0,0.0,0.7164101646090535,0.0031164220751683526,0.024785822626626222,0.0006594872541086651,3.053965535508613e-05,0.0002428908737172801,0.0,8487.863278221106
4,x,4.0,0.5,normal,244,0.0,24400000.0,16662625.0,307.0,22858.0,0.0,0.6828944672131148,0.0028158782015733504,0.022441542664521297,0.0007055947774226581,3.2698577867978306e-05,0.000260595976730598,0.0,11362.242051023757
4,x,4.0,0.8,m1,243,0.0,24300000.0,14269130.0,812.0,46834.0,0.0,0.5872069958847738,0.004087460973774464,0.03250878098203621,0.0016988347220297081,7.650811690276986e-05,0.0006084915872465049,0.0,8893.05770481666
4,x,4.0,0.8,normal,244,0.0,24400000.0,13282016.0,922.0,46665.0,0.0,0.5443449180327868,0.0035534389327426747,0.028319638033477104,0.0018302966609312153,7.75351714512432e-05,0.0006179275996922848,0.0,11687.774536364712
4,x,4.0,1.0,m1,244,0.0,24400000.0,12554420.0,1326.0,63958.0,0.0,0.5145254098360655,0.004482068252752609,0.03572048175352303,0.002657221330329571,0.0001130828175344624,0.0009012296316317818,0.0,8486.914325098798
4,x,4.0,1.0,normal,244,0.0,24400000.0,11431217.0,1456.0,62720.0,0.0,0.4684925,0.003798657766430257,0.03027394447871654,0.0028785023400078155,0.00012112941734538062,0.0009653581556780824,0.0,11375.717424379516
4,x,5.0,0.1,m1,243,0.0,24300000.0,23835071.0,0.0,2.0,0.0,0.9808671193415638,0.0007879212751399575,0.00626656996334784,4.2332724819656827e-08,5.8548828090234e-08,4.656560738689339e-07,0.0,360.24341191511485
4,x,5.0,0.1,normal,244,0.0,24400000.0,23689923.0,0.0,23.0,0.0,0.9708984836065573,0.001182878563441972,0.009427119302815909,4.895172623629824e-07,2.1704625676672168e-07,1.729781078131674e-06,0.0,7328.1550816081
4,x,5.0,0.3,m1,243,0.0,24300000.0,22943370.0,3.0,33.0,0.0,0.9441716049382716,0.0022323531173309374,0.01775456182493243,8.58762584159039e-07,3.6495149130131927e-07,2.9025666974934926e-06,0.0,692.7363491966971
4,x,5.0,0.3,normal,244,0.0,24400000.0,22355269.0,6.0,228.0,0.0,0.9161995491803279,0.003248756343301279,0.025891426711600513,5.45285210068664e-06,9.727946994715928e-07,7.752826006399713e-06,0.0,8040.428806579701
4,x,5.0,0.5,m1,243,0.0,24300000.0,22096013.0,4.0,147.0,0.0,0.9093009465020576,0.0034825619268551667,0.027697840704266865,3.5663128352185355e-06,9.22188719639339e-07,7.334438494510222e-06,0.0,921.9376458654879
4,x,5.0,0.5,normal,244,0.0,24400000.0,21134841.0,14.0,708.0,0.0,0.8661820081967213,0.004914600108587661,0.039167606025824066,1.791550639539912e-05,2.6684759107663865e-06,2.1266799099212127e-05,0.0,9029.04411938609
4,x,5.0,0.8,m1,243,0.0,24300000.0,20909589.0,14.0,556.0,0.0,0.8604769135802469,0.005068491893635509,0.04031120882538226,1.4401644451494871e-05,2.8974875314432803e-06,2.304457171878254e-05,0.0,1189.2803525174968
4,x,5.0,0.8,normal,244,0.0,24400000.0,19477916.0,72.0,2063.0,0.0,0.7982752459016393,0.006821896463107476,0.054368076163320324,5.912102768511147e-05,7.827410619870774e-06,6.238166454799389e-05,0.0,10286.485434788308
4,x,5.0,1.0,m1,244,0.0,24400000.0,20254073.0,29.0,1049.0,0.0,0.8300849590163935,0.005941799376496264,0.04735401699447174,2.8265775963068463e-05,5.048577897403644e-06,4.0235361109169704e-05,0.0,1373.0794664888526
4,x,5.0,1.0,normal,244,0.0,24400000.0,18486797.0,164.0,3626.0,0.0,0.7576556147540984,0.0077550538188413285,0.0618050067094328,0.000112332881040512,1.3835964213411939e-05,0.00011026768878944557,0.0,10919.13071774863
4,x,6.0,0.1,m1,243,0.0,24300000.0,22680830.0,80.0,13513.0,0.0,0.9333674897119342,0.0007397198035605573,0.005883209463360098,0.00030143633699714534,1.4845656290163214e-05,0.00011807187688592072,0.0,12572.258429810754
4,x,6.0,0.1,normal,244,0.0,24400000.0,22564408.0,89.0,13514.0,0.0,0.9247708196721312,0.0007899244739232726,0.006295415680050994,0.0003034309980108686,1.549135572969299e-05,0.00012346056741549937,0.0,12897.271334273712
4,x,6.0,0.3,m1,243,0.0,24300000.0,19773396.0,755.0,45574.0,0.0,0.81372,0.0019368429204539017,0.015404282194161322,0.0011912341416530795,4.79519899422738e-05,0.0003813762990492093,0.0,12202.470029443648
4,x,6.0,0.3,normal,244,0.0,24400000.0,19315802.0,791.0,45123.0,0.0,0.7916312295081966,0.0020318299100786264,0.016192958057845958,0.0012101556077551518,5.0885121161204365e-05,0.00040553622556915023,0.0,11632.44316244687
4,x,6.0,0.5,m1,243,0.0,24300000.0,17256098.0,1952.0,80536.0,0.0,0.7101274897119342,0.0027932181425392743,0.022215286558934035,0.002447873479564871,8.79397675115359e-05,0.0006994108714397836,0.0,12232.07778539331
4,x,6.0,0.5,normal,244,0.0,24400000.0,16552054.0,1994.0,79474.0,0.0,0.6783628688524591,0.0029147962145540467,0.02322988386740274,0.002526961832326519,0.00010532861080634632,0.0008394313759326168,0.0,10839.981788334757
4,x,6.0,0.8,m1,243,0.0,24300000.0,14090729.0,4461.0,134353.0,0.0,0.579865390946502,0.0035827997295186124,0.028495061471343067,0.005089706581505599,0.00016647942530393796,0.0013240599017202014,0.0,11501.72957475303
4,x,6.0,0.8,normal,244,0.0,24400000.0,13178098.0,4551.0,128253.0,0.0,0.5400859836065574,0.0032709597232386117,0.02606837971257968,0.005215965439297952,0.00020051402268334842,0.0015980250823238382,0.0,10755.463217842247
4,x,6.0,1.0,m1,244,0.0,24400000.0,12380257.0,6510.0,167306.0,0.0,0.5073875819672131,0.003883777996178921,0.030952322281581447,0.007292086226570755,0.0002287298014256315,0.0018228947525048284,0.0,10100.08522170395
4,x,6.0,1.0,normal,244,0.0,24400000.0,11327461.0,6479.0,158360.0,0.0,0.46424020491803275,0.0034851943405264972,0.027775753029151817,0.007569731536390172,0.00029692305884047854,0.002366370636814347,0.0,10605.322767532693
4,x,7.0,0.1,m1,243,0.0,24300000.0,23423107.0,225.0,22799.0,0.0,0.9639138683127572,0.0019686404936618157,0.015657177659049833,0.000496861498373144,1.7765820100103895e-05,0.00014129679972631386,0.0,7763.538877618004
4,x,7.0,0.1,normal,244,0.0,24400000.0,23323329.0,167.0,18297.0,0.0,0.9558741393442624,0.004588095318667448,0.03656547956699109,0.0004029781659727477,2.2152458795171065e-05,0.00017654717767910238,0.0,14662.99246830275
4,x,7.0,0.3,m1,243,0.0,24300000.0,21793517.0,1812.0,78377.0,0.0,0.8968525514403293,0.0035846667035990347,0.028509910066074368,0.001888011638934603,6.073110131130752e-05,0.0004830123355291722,0.0,8622.91865412111
4,x,7.0,0.3,normal,244,0.0,24400000.0,21429446.0,1524.0,68129.0,0.0,0.8782559836065573,0.006128513013326653,0.04884205793482061,0.0016914876409670323,9.51682146352506e-05,0.0007584566505220213,0.0,13928.250576190476
4,x,7.0,0.5,m1,243,0.0,24300000.0,20313299.0,5057.0,143549.0,0.0,0.8359382304526749,0.0041372594135081165,0.03290484264010105,0.003802507171708956,0.00012772620008921353,0.0010158440878112432,0.0,9324.72861389129
4,x,7.0,0.5,normal,244,0.0,24400000.0,19744596.0,4497.0,130320.0,0.0,0.8092047540983607,0.006359528955566359,0.05068317241237871,0.0035934927039218026,0.00019435895559075764,0.001548971397869664,0.0,13613.589662727143
4,x,7.0,0.8,m1,243,0.0,24300000.0,18309203.0,11892.0,250726.0,0.0,0.7534651440329218,0.004600098151701454,0.0365859354423242,0.007543648322404602,0.0002592057351934019,0.0020615395544458914,0.0,10251.820074522955
4,x,7.0,0.8,normal,244,0.0,24400000.0,17523300.0,11124.0,239918.0,0.0,0.7181680327868852,0.006520855715348924,0.05196888901779386,0.007605101882495057,0.00035240516325039646,0.0028085431755757555,0.0,13167.495842673874
4,x,7.0,1.0,m1,244,0.0,24400000.0,17166407.0,17777.0,328488.0,0.0,0.7035412704918034,0.0049310047557479825,0.03929834519946413,0.01068093951673174,0.00038482745661091154,0.0030669372635462795,0.0,10163.870487615408
4,x,7.0,1.0,normal,244,0.0,24400000.0,16210345.0,17156.0,316460.0,0.0,0.6643584016393443,0.00661706172547128,0.05273561652736366,0.010983288894004486,0.0004693590154600148,0.003740623569775966,0.0,13820.59356185305
4,x,8.0,0.1,m1,243,0.0,24300000.0,22729756.0,27075.0,551885.0,0.0,0.9353809053497942,0.0008227882565253636,0.0065438773354880115,0.013330766093433937,0.0003261881666749912,0.0025942705599895258,0.0,13277.467043823824
4,x,8.0,0.1,normal,244,0.0,24400000.0,22603819.0,23466.0,545722.0,0.0,0.9263860245901638,0.0008266683199265614,0.006588250997743596,0.01311087633773467,0.00026950312023127945,0.002147843528002227,0.0,13189.056360351242
4,x,8.0,0.3,m1,243,0.0,24300000.0,19928133.0,72703.0,1441120.0,0.0,0.8200877777777777,0.0020718110909727955,0.0164777238057379,0.0398062374159304,0.0009270046800760203,0.007372741246281734,0.0,12470.74946605906
4,x,8.0,0.3,normal,244,0.0,24400000.0,19472455.0,72017.0,1416270.0,0.0,0.7980514344262295,0.002025824300683609,0.016145095497814264,0.04007954248347456,0.0007680737510874848,0.0061212732301055475,0.0,12543.816408102604
4,x,8.0,0.5,m1,243,0.0,24300000.0,17512545.0,109598.0,2089708.0,0.0,0.7206808641975309,0.0029566498715831524,0.02351510723467661,0.06592492258178988,0.0014714356963563165,0.011702761467059532,0.0,12275.14544886991
4,x,8.0,0.5,normal,244,0.0,24400000.0,16849866.0,117519.0,2047552.0,0.0,0.6905682786885246,0.002830400139389255,0.022557277317705182,0.06779015008801265,0.0012287784283481354,0.009792924818129706,0.0,11376.557570429577
4,x,8.0,0.8,m1,243,0.0,24300000.0,14493439.0,148739.0,2732175.0,0.0,0.5964378189300412,0.0037940352683612354,0.030175079925810675,0.10455402124234388,0.0021668752659358024,0.01723379718795214,0.0,11507.74977202827
4,x,8.0,0.8,normal,244,0.0,24400000.0,13694271.0,174225.0,2662429.0,0.0,0.5612406147540984,0.0035002423241936483,0.027895680079722648,0.11010124257870174,0.001807510323559708,0.014405211141612388,0.0,10455.852166414872
4,x,8.0,1.0,m1,244,0.0,24400000.0,12871697.0,167096.0,2999319.0,0.0,0.5275285655737705,0.004102349412951428,0.03269425833975484,0.1295577978703242,0.002558740599561778,0.02039224789638426,0.0,10737.580503246805
4,x,8.0,1.0,normal,243,0.0,24300000.0,11945655.0,202431.0,2893428.0,0.0,0.4915907407407407,0.0037630981832017713,0.02992902817580634,0.13831731209436143,0.002148673511531341,0.017089033274309915,0.0,11649.82683091017
4,x,9.0,0.1,m1,243,0.0,24300000.0,24300000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,183.7806218911137
4,x,9.0,0.1,normal,244,0.0,24400000.0,24400000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7851.747474188887
4,x,9.0,0.3,m1,243,0.0,24300000.0,24300000.0,0.0,1.0,0.0,1.0,0.0,0.0,2.05761316872428e-08,4.032921810699589e-08,3.2075014954979217e-07,0.0,293.6579411907005
4,x,9.0,0.3,normal,244,0.0,24400000.0,24400000.0,0.0,38.0,0.0,1.0,0.0,0.0,7.78688524590164e-07,2.4836346666874983e-07,1.97936804597618e-06,0.0,8103.161447905732
4,x,9.0,0.5,m1,243,0.0,24300000.0,24300000.0,0.0,14.0,0.0,1.0,0.0,0.0,2.880658436213992e-07,1.5752263402740006e-07,1.2528239027029668e-06,0.0,364.07770865480416
4,x,9.0,0.5,normal,244,0.0,24400000.0,24400000.0,9.0,228.0,0.0,1.0,0.0,0.0,5.040983606557377e-06,7.486102797657572e-07,5.966156321347852e-06,0.0,8728.051234317158
4,x,9.0,0.8,m1,243,0.0,24300000.0,24300000.0,0.0,82.0,0.0,1.0,0.0,0.0,1.6872427983539096e-06,3.622029855450476e-07,2.8807070217114405e-06,0.0,419.76109465997433
4,x,9.0,0.8,normal,244,0.0,24400000.0,24400000.0,30.0,1409.0,0.0,1.0,0.0,0.0,3.010245901639344e-05,2.7605976301127197e-06,2.2000976271323006e-05,0.0,9598.212106819323
4,x,9.0,1.0,m1,244,0.0,24400000.0,24400000.0,4.0,226.0,0.0,1.0,0.0,0.0,4.795081967213115e-06,7.799829886583053e-07,6.21618559630738e-06,0.0,479.61619057515054
4,x,9.0,1.0,normal,244,0.0,24400000.0,24400000.0,95.0,3161.0,0.0,1.0,0.0,0.0,6.866803278688524e-05,5.439039627173447e-06,4.3347201515688634e-05,0.0,11539.107620603841
4,x,10.0,0.1,m1,243,0.0,24300000.0,22728986.0,179.0,21816.0,0.0,0.9353492181069959,0.0007047531685382169,0.005605109516494946,0.00048768548104012393,2.390139568358898e-05,0.00019009483941941435,0.0,13320.409744590928
4,x,10.0,0.1,normal,244,0.0,24400000.0,22593463.0,182.0,21074.0,0.0,0.9259615983606557,0.000709089274618958,0.00565118803804245,0.00047437925313834994,2.355484850331894e-05,0.00018772372233579292,0.0,12996.598837009224
4,x,10.0,0.3,m1,243,0.0,24300000.0,19928974.0,1444.0,73726.0,0.0,0.8201223868312757,0.0018204253264438386,0.014478378781159689,0.0019209073368898389,7.754706147026662e-05,0.0006167546193864888,0.0,12759.351063490874
4,x,10.0,0.3,normal,244,0.0,24400000.0,19416041.0,1442.0,72355.0,0.0,0.7957393852459017,0.001737683401042478,0.013848715530428964,0.0019370830942625926,7.716505710821781e-05,0.000614977920684466,0.0,12120.323525882734
4,x,10.0,0.5,m1,243,0.0,24300000.0,17515693.0,3772.0,131854.0,0.0,0.7208104115226337,0.0025901850080739877,0.02060050424228885,0.0039773532175114805,0.00014351033690537007,0.0011413799767259444,0.0,12061.377169943298
4,x,10.0,0.5,normal,244,0.0,24400000.0,16733712.0,3919.0,128584.0,0.0,0.685807868852459,0.0024487068903475523,0.019515318568089145,0.004076216283800686,0.0001472204432501074,0.0011732943052867196,0.0,11874.15662148656
4,x,10.0,0.8,m1,243,0.0,24300000.0,14493972.0,9143.0,221907.0,0.0,0.5964597530864197,0.003364568921678844,0.026759407582262702,0.008281292532373493,0.00027578397453101495,0.002193391174596425,0.0,11233.017238604138
4,x,10.0,0.8,normal,244,0.0,24400000.0,13468802.0,8919.0,212862.0,0.0,0.5520000819672131,0.003096999746191855,0.024681980881610128,0.008566403480861075,0.0002782687608230149,0.0022177025500335697,0.0,10018.688645537157
4,x,10.0,1.0,m1,244,0.0,24400000.0,12866934.0,13531.0,278979.0,0.0,0.5273333606557378,0.0036341625186241855,0.028962976156404748,0.011883939069601366,0.0003870619338771798,0.003084745248591884,0.0,10547.858646684996
4,x,10.0,1.0,normal,244,0.0,24400000.0,11687165.0,12996.0,262434.0,0.0,0.4789821721311476,0.0033255637171206802,0.026503554024335428,0.012343237059445311,0.0003841508526684786,0.003061544971993112,0.0,11173.21262997546
4,x,11.0,0.1,m1,243,0.0,24300000.0,23429324.0,131.0,15168.0,0.0,0.9641697119341563,0.0005467566827892809,0.004348516931489637,0.00032932395882081134,1.2756289122479306e-05,0.00010145452443140373,0.0,13931.356745352474
4,x,11.0,0.1,normal,244,0.0,24400000.0,23339573.0,193.0,21763.0,0.0,0.9565398770491803,0.003952939928486158,0.03150351815850764,0.0004794730876670145,2.819594516734929e-05,0.00022471160367874653,0.0,14378.236373400432
4,x,11.0,0.3,m1,243,0.0,24300000.0,21793114.0,1249.0,59614.0,0.0,0.8968359670781892,0.0015005993608002983,0.011934708679797694,0.0014256712753509075,4.708048051928082e-05,0.0003744449279272246,0.0,13994.932298482949
4,x,11.0,0.3,normal,244,0.0,24400000.0,21464771.0,1891.0,78787.0,0.0,0.8797037295081966,0.006387951827536258,0.05090969254155345,0.0019856849017128686,0.000157832650625011,0.0012578698044811024,0.0,14600.752254285704
4,x,11.0,0.5,m1,243,0.0,24300000.0,20284445.0,3505.0,120310.0,0.0,0.8347508230452675,0.0023034480395658593,0.01832000068066681,0.0031415848274939343,0.0001032379106961182,0.0008210815098655186,0.0,13581.663095568103
4,x,11.0,0.5,normal,244,0.0,24400000.0,19804206.0,5129.0,147286.0,0.0,0.8116477868852459,0.0068431530228933255,0.054537483346155345,0.004123163423614494,0.0003138700574342196,0.002501432157502466,0.0,14581.776346407889
4,x,11.0,0.8,m1,243,0.0,24300000.0,18239584.0,9217.0,227674.0,0.0,0.7506001646090534,0.0032781305294372993,0.026071937590537036,0.006759713897424931,0.00022415911314556627,0.001782803447208833,0.0,13352.918547787238
4,x,11.0,0.8,normal,244,0.0,24400000.0,17596669.0,12529.0,259684.0,0.0,0.7211749590163934,0.006829487358126905,0.05442857288308087,0.008345187138512589,0.0005221198478980102,0.004161108543703945,0.0,13017.333933873946
4,x,11.0,1.0,m1,243,0.0,24300000.0,17011787.0,14212.0,304121.0,0.0,0.7000735390946502,0.0037527728941596887,0.02984690811100354,0.009796343457270942,0.0003276948874886434,0.002606253954386773,0.0,12598.615332646325
4,x,11.0,1.0,normal,244,0.0,24400000.0,16284574.0,18945.0,338726.0,0.0,0.6674005737704918,0.006769194236618351,0.05394805825785476,0.01189358818923647,0.0006719970731201286,0.0053555764515782695,0.0,13675.51277599245
4,x,12.0,0.1,m1,243,0.0,24300000.0,22601217.0,18361.0,597425.0,0.0,0.9300912345679012,0.004694718717847748,0.03733848067296543,0.014182353091560603,0.001013229694112374,0.008058514178296396,0.0,13794.90645822382
4,x,12.0,0.1,normal,244,0.0,24400000.0,22579282.0,16528.0,600663.0,0.0,0.9253804098360656,0.0008878112032389498,0.007075537920778883,0.014033804794002971,0.000259735137039887,0.0020699961937626,0.0,13724.237213599612
4,x,12.0,0.3,m1,243,0.0,24300000.0,19675464.0,52700.0,1502959.0,0.0,0.8096898765432099,0.007302059067667107,0.05807542640082454,0.04152582368542632,0.0026698473568474916,0.02123408236460203,0.0,12612.271450338187
4,x,12.0,0.3,normal,244,0.0,24400000.0,19357634.0,48798.0,1511633.0,0.0,0.7933456557377049,0.002230609619700108,0.017777161285037788,0.04157271594055213,0.0007391320874902153,0.005890618517114961,0.0,12997.842033277615
4,x,12.0,0.5,m1,243,0.0,24300000.0,17187774.0,80855.0,2128958.0,0.0,0.7073158024691357,0.007142423700546792,0.05680579930958186,0.06748402804545807,0.003338425619597212,0.026551482200963178,0.0,11825.541349248291
4,x,12.0,0.5,normal,244,0.0,24400000.0,16632527.0,76856.0,2120083.0,0.0,0.6816609426229507,0.0031121275785372664,0.024802544297602903,0.06837647134604963,0.001171822791449563,0.009339008752182633,0.0,12335.682384851592
4,x,12.0,0.8,m1,243,0.0,24300000.0,14078162.0,111173.0,2681657.0,0.0,0.5793482304526749,0.006432989579858472,0.051163460801981815,0.10407358232741211,0.0036695142957340887,0.029184727956023428,0.0,10827.52219965079
4,x,12.0,0.8,normal,244,0.0,24400000.0,13277761.0,111601.0,2619688.0,0.0,0.5441705327868853,0.0038913887980690583,0.03101297765198535,0.10711887660862571,0.001724042122822185,0.013739999419409581,0.0,10791.594089448306
4,x,12.0,1.0,m1,243,0.0,24300000.0,12337495.0,124686.0,2866555.0,0.0,0.5077158436213992,0.006068504226245584,0.048264601434813405,0.1272249862726349,0.0037554655132938544,0.029868323304020002,0.0,10593.212397062394
4,x,12.0,1.0,normal,244,0.0,24400000.0,11457443.0,127383.0,2765348.0,0.0,0.46956733606557377,0.004101786741575907,0.03268977405003208,0.13191778546473645,0.0020257925140787906,0.016144842169936734,0.0,8338.382685236022
4,x,13.0,0.1,m1,243,0.0,24300000.0,23865604.0,21.0,4297.0,0.0,0.9821236213991769,0.0007007133819877541,0.005572979904242796,9.098614756536216e-05,6.056779992647905e-06,4.8171355151936434e-05,0.0,7173.137050069374
4,x,13.0,0.1,normal,244,0.0,24400000.0,23928807.0,24.0,7311.0,0.0,0.9806888114754099,0.0008153353264017469,0.006497931090596418,0.0001539987592050414,8.12989010433307e-06,6.479231791073886e-05,0.0,14630.666854134819
4,x,13.0,0.3,m1,243,0.0,24300000.0,23029456.0,341.0,34827.0,0.0,0.9477142386831275,0.0019843895307760694,0.015782434389697578,0.0007731413284119004,4.47467884817809e-05,0.00035588438782338836,0.0,7945.363209840958
4,x,13.0,0.3,normal,244,0.0,24400000.0,23024817.0,815.0,59909.0,0.0,0.9436400409836065,0.0022969743055939965,0.018306064107991248,0.001341843953164407,6.13518427767612e-05,0.0004889522552688522,0.0,14945.570354528958
