n,lstate,i,p_error,sim_type,N_samples,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,prep_rate_SEM,prep_rate_SD,LER,LER_SEM,LER_SD,detect_normal,decoding_normal
3,z,3.0,0.001,m1,2051,0.0,205100000.0,196749845.0,4378.0,2205460.0,0.0,0.9592873963920039,2.718174140896516e-05,0.0006280641946113641,0.0056269817035233165,7.272196614627525e-06,0.00016803214485423257,0.0,1958.2473007079075
3,z,3.0,0.001,normal,2051,0.0,205100000.0,193837475.0,6787.0,2182459.0,0.0,0.9450876401755242,3.1478382335942887e-05,0.000727342834737285,0.005664625625947882,7.449770824564768e-06,0.00017213519334807186,0.0,9747.745569208048
3,z,3.0,0.005,m1,2051,0.0,205100000.0,167627417.0,95747.0,9463740.0,0.0,0.8172960360799609,5.357123770616797e-05,0.0012378226897987136,0.028799685493328175,1.7969373839558173e-05,0.0004152022542783174,0.0,4258.858880286946
3,z,3.0,0.005,normal,2051,0.0,205100000.0,156499398.0,138787.0,9029149.0,0.0,0.7630394831789371,5.852057178706776e-05,0.0013521825270370168,0.029734063764626624,1.8778290098954995e-05,0.0004338931590044779,0.0,20674.972032195892
3,z,3.0,0.01,m1,2051,0.0,205100000.0,139177739.0,322737.0,15774576.0,0.0,0.678584783032667,6.47978106189225e-05,0.0014972250720305359,0.05898943763631956,2.6967815172788765e-05,0.000623121192350808,0.0,5906.571212646995
3,z,3.0,0.01,normal,2051,0.0,205100000.0,123116290.0,451692.0,14526260.0,0.0,0.6002744514870795,6.70585413973595e-05,0.0015494617567310919,0.06266285029877705,3.038161192329935e-05,0.000702000741472306,0.0,21210.078155152027
3,z,4.0,0.0001,m1,2051,0.0,205100000.0,205100000.0,0.0,159.0,0.0,1.0,0.0,0.0,3.876157971721112e-07,5.982249581057478e-08,1.3822649213533514e-06,0.0,38.95690794182191
3,z,4.0,0.0001,normal,2051,0.0,205100000.0,205100000.0,0.0,322.0,0.0,1.0,0.0,0.0,7.849829351535836e-07,8.62197019624672e-08,1.9922015612593685e-06,0.0,279.98401381419575
3,z,4.0,0.0005,m1,2051,0.0,205100000.0,205100000.0,5.0,3970.0,0.0,1.0,0.0,0.0,9.702584105314482e-06,3.040318834014696e-07,7.024992884441906e-06,0.0,44.06616012387066
3,z,4.0,0.0005,normal,2051,0.0,205100000.0,205100000.0,10.0,7839.0,0.0,1.0,0.0,0.0,1.915894685519259e-05,4.256808841316249e-07,9.835827573777251e-06,0.0,544.1877816229193
3,z,4.0,0.001,m1,2051,0.0,205100000.0,205100000.0,42.0,15074.0,0.0,1.0,0.0,0.0,3.69527059970746e-05,5.930246632121072e-07,1.3702490649187861e-05,0.0,52.15509119790786
3,z,4.0,0.001,normal,2051,0.0,205100000.0,205100000.0,106.0,30831.0,0.0,1.0,0.0,0.0,7.567771818625061e-05,8.824073295334913e-07,2.038899717292676e-05,0.0,729.9596631992835
3,z,4.0,0.005,m1,2051,0.0,205100000.0,205100000.0,4329.0,360562.0,0.0,1.0,0.0,0.0,0.0009000975134080937,2.965488469521073e-06,6.852089052045572e-05,0.0,99.20893284586363
3,z,4.0,0.005,normal,2051,0.0,205100000.0,205100000.0,12120.0,720278.0,0.0,1.0,0.0,0.0,0.0018150121891760116,4.1708863251682195e-06,9.637294098340333e-05,0.0,1157.6279345839275
3,z,4.0,0.01,m1,2051,0.0,205100000.0,205100000.0,32294.0,1359244.0,0.0,1.0,0.0,0.0,0.003471067771818625,5.673597976717518e-06,0.00013109475548981817,0.0,121.51865759907322
3,z,4.0,0.01,normal,2051,0.0,205100000.0,205100000.0,90723.0,2631398.0,0.0,1.0,0.0,0.0,0.00685725012189176,8.138588899010656e-06,0.0001880510966984701,0.0,1487.281524094939
3,z,5.0,0.0001,m1,2051,0.0,205100000.0,204243092.0,56.0,206698.0,0.0,0.9958219990248659,8.90376341238529e-06,0.00020573130001028868,0.0005062838325481045,2.1386565305138204e-06,4.94160242045594e-05,0.0,224.4796007909603
3,z,5.0,0.0001,normal,2051,0.0,205100000.0,203933102.0,116.0,207114.0,0.0,0.994310589956119,1.0087879604268147e-05,0.00023309161409729902,0.0005083679098540629,2.203708753154988e-06,5.0919127747709456e-05,0.0,2358.2186140609224
3,z,5.0,0.0005,m1,2051,0.0,205100000.0,200863603.0,1428.0,1022812.0,0.0,0.9793447245246221,1.902057663797481e-05,0.00043949145742491936,0.0025531449362909977,5.010337821002197e-06,0.00011576939611531699,0.0,701.7547415867921
3,z,5.0,0.0005,normal,2051,0.0,205100000.0,199352877.0,2869.0,1017437.0,0.0,0.9719789224768405,2.1914424485097602e-05,0.0005063570121399512,0.002566243108239239,4.995492841293716e-06,0.00011542638644259769,0.0,3144.1460587890842
