n,lstate,i,p_error,sim_type,shots,prep_rate,prep_rate_SEM,prep_rate_SD,LER,N_samples,LER_SEM,LER_SD,eff,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_accept,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal,meas_type
4,x,15,0.0001,normal,12900000,0.992203735,6.0851076052648815e-05,0.0002776880460361,0.0032865397149993,80,3.7690262683632536e-05,0.0001719958968376,0.9889428175,7.089962451435891e-05,0.0003235436326394,1,1,48,16,48,1.0,0.0,12799698,117.0,76278,0,0,1533.3274084231816,4875.20808680878,"['z', 'x', 'z', 'z']"
4,x,15,0.0005,m1,12900000,0.967783865,0.0001287209742613,0.000587405813425,0.0119949372485312,80,0.0001111553670672,0.0005072468506659,0.9561753525,0.0001649465466573,0.0007527177366934,1,1,40,8,32,1.0,0.0,12484095,1416.0,259011,0,0,162.37702120188624,4405.276668683538,"['z', 'x', 'z', 'z']"
4,x,15,0.0005,normal,12900000,0.9617756775,0.0001524755986568,0.0006958077622583,0.0163249056866283,80,0.0001164845572388,0.0005315660986019,0.9460747725,0.0001852840146519,0.0008455258202159,1,1,48,16,48,1.0,0.0,12407242,2828.0,363329,0,0,1477.3103115214035,5370.751293713562,"['z', 'x', 'z', 'z']"
4,x,15,0.001,m1,12900000,0.9365346975,0.0001650401093521,0.0007531447010722,0.0236121223063867,80,0.0002064202270642,0.000941978897238,0.91442116625,0.0002587330074612,0.0011807032504212,1,1,40,8,32,1.0,0.0,12081793,5423.0,489750,0,0,188.63112223800272,5026.9311064344365,"['z', 'x', 'z', 'z']"
4,x,15,0.001,normal,13000000,0.9250715333333333,0.0001641524598231,0.000753761295106,0.0321423767994233,81,0.0002054664601309,0.0009434684393768,0.8953375555555555,0.0002511916804276,0.001153431185637,1,1,48,16,48,1.0,0.0,12026678,10587.0,684860,0,0,1475.5565559878014,4563.086238946868,"['z', 'x', 'z', 'z']"
4,x,15,0.005,m1,12900000,0.7211419125,0.0003182564588449,0.0014523328086852,0.1080449197630316,80,0.0008314957902809,0.003794451245047,0.6432262212500001,0.0006647914529009,0.0030337119990764,1,1,40,8,32,1.0,0.0,9303520,87647.0,1605999,0,0,362.5231808573008,4009.987392214796,"['z', 'x', 'z', 'z']"
4,x,15,0.005,normal,13000000,0.6786382493827161,0.0003752673964386,0.0017231666163,0.1423407006272335,81,0.0007484124525789,0.0034365877924543,0.5820405456790123,0.0006078593341473,0.0027911908200644,1,1,48,16,48,1.0,0.0,8823522,154134.0,2006942,0,0,619.516607219819,4472.178906883593,"['z', 'x', 'z', 'z']"
4,x,15,0.01,m1,12900000,0.52135155,0.00033690253816,0.0015374224022818,0.193933845291733,80,0.0013408699844056,0.0061189314982041,0.4202442249999999,0.0007605783133432,0.0034708261445871,1,1,40,8,32,1.0,0.0,6726623,208016.0,1921848,0,0,482.781647273805,4043.5826597961423,"['z', 'x', 'z', 'z']"
4,x,15,0.01,normal,13000000,0.4623090172839506,0.0003671476940905,0.0016858822687831,0.2455684145359974,81,0.0011267339449525,0.0051737783186595,0.3487810765432099,0.00060544495723,0.0027801043954441,1,1,48,16,48,1.0,0.0,6011249,317913.0,2117453,0,0,618.0573720331304,4277.438030134901,"['z', 'x', 'z', 'z']"
4,x,16,0.0,m2,100,1.0,0.0,,0.0,1,0.0,,1.0,0.0,,0,2,56,8,48,1.0,0.0,100,0.0,0,0,0,0.0,0.0284494160005124,"['x', 'z', 'z', 'z']"
4,z,2,0.0,m2,200,1.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,1,1,40,40,32,1.0,0.0,200,0.0,0,0,0,0.0,0.0710307299996202,"['z', 'x', 'x', 'x']"
4,z,2,0.0001,m1,12900000,0.9918701875,6.721265189856218e-05,0.0003067184869249,0.0016195806182614,80,2.8110916615035884e-05,0.0001282814703286,0.9902637775,7.509759983368517e-05,0.0003427006901534,1,1,40,40,32,1.0,0.0,12795002,25.0,33716,0,0,223.3158396421932,3999.2240770676144,"['z', 'x', 'x', 'x']"
4,z,2,0.0001,normal,12900000,0.9898690975,7.713051376426566e-05,0.0003519776977885,0.0021368870072147,80,2.9096144354091296e-05,0.0001327774625691,0.98775386375,8.485927133167931e-05,0.0003872471412627,1,1,48,48,48,1.0,0.0,12769599,35.0,46746,0,0,652.4044889952056,4500.561984918706,"['z', 'x', 'x', 'x']"
4,z,2,0.0005,m1,12900000,0.960007335,0.0001496910800948,0.0006831008790152,0.0080377588919327,80,0.0001058316589242,0.0004829526194412,0.95229102375,0.0001789562777169,0.0008166497999497,1,1,40,40,32,1.0,0.0,12384876,560.0,161050,0,0,195.00762999616563,4958.236212039745,"['z', 'x', 'x', 'x']"
4,z,2,0.0005,normal,12900000,0.95037015,0.0001449465593552,0.0006614497139243,0.0105530619091906,80,0.0001096776731268,0.0005005035361746,0.94034084625,0.0001801759290975,0.000822215561982,1,1,48,48,48,1.0,0.0,12259588,1022.0,219913,0,0,652.1584746143781,4069.4642161062657,"['z', 'x', 'x', 'x']"
4,z,2,0.001,m1,12900000,0.921626465,0.0002140560410455,0.0009768242015761,0.0159005043357405,80,0.0002016932382554,0.0009204077374312,0.90697213875,0.0002808394881918,0.0012815840538023,1,1,40,40,32,1.0,0.0,11889818,2195.0,304227,0,0,181.4841785929165,3929.8787352728095,"['z', 'x', 'x', 'x']"
4,z,2,0.001,normal,12900000,0.903267905,0.0002072033357276,0.0009455525384729,0.0208804544560384,80,0.0002084220714266,0.0009511141218803,0.88440726375,0.000277244386994,0.0012651781544878,1,1,48,48,48,1.0,0.0,11652325,3943.0,410272,0,0,658.2596597447991,4330.534356415505,"['z', 'x', 'x', 'x']"
4,z,2,0.005,m1,12900000,0.6663414325,0.0003461045273902,0.0015794147970716,0.0753926869079633,80,0.0008884642744666,0.0040544214556888,0.6161042649999999,0.0006776212055424,0.0030922593440575,1,1,40,40,32,1.0,0.0,8596555,35684.0,994904,0,0,368.4632205190137,3749.55366116314,"['z', 'x', 'x', 'x']"
4,z,2,0.005,normal,12900000,0.603221805,0.000359286500459,0.0016395694661724,0.0964261333204763,80,0.000855348840605,0.0039033023511602,0.54505548375,0.0006104840233037,0.0027858852556833,1,1,48,48,48,1.0,0.0,7781182,56701.0,1191087,0,0,622.0007603038102,4486.488091901236,"['z', 'x', 'x', 'x']"
4,z,2,0.01,m1,12900000,0.44625461,0.0003523786803239,0.0016080462918898,0.1406073538167864,80,0.001564308950699,0.0071385737787231,0.38350822125,0.0007681322536331,0.0035052978261914,1,1,40,40,32,1.0,0.0,5757440,84004.0,1179484,0,0,472.67129571409896,3452.5404915005056,"['z', 'x', 'x', 'x']"
4,z,2,0.01,normal,12900000,0.366273765,0.0002792682493096,0.0012744138559462,0.1757753888535051,80,0.0014192746194311,0.0064767235260984,0.30189213,0.0005758119851383,0.0026276627367927,1,1,48,48,48,1.0,0.0,4725850,116516.0,1228135,0,0,615.2380062541924,3517.227142001881,"['z', 'x', 'x', 'x']"
4,z,3,0.0,m2,200,1.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0,2,56,40,48,1.0,0.0,200,0.0,0,0,0,0.0,0.0545034549995761,"['x', 'z', 'x', 'x']"
4,z,3,0.0001,m1,12900000,0.98797888,8.461323864907809e-05,0.000386124394726,0.0012236869155076,80,2.624682984871104e-05,0.0001197748892563,0.98676990625,9.005277586658739e-05,0.0004109472008168,0,2,56,40,48,1.0,0.0,12745376,15.0,23556,0,0,636.0170072708279,4263.084041093258,"['x', 'z', 'x', 'x']"
4,z,3,0.0001,normal,12900000,0.9850344875,7.842096945734356e-05,0.0003578665685062,0.0012244428211905,80,2.628241468451793e-05,0.0001199372772396,0.98382837,8.301596375809223e-05,0.0003788353840423,0,2,64,48,64,1.0,0.0,12707359,7.0,23296,0,0,587.0357232578099,3968.138855955884,"['x', 'z', 'x', 'x']"
4,z,3,0.0005,m1,12900000,0.9415718375,0.0001635768183019,0.0007464671127884,0.0060909985085464,80,0.0001040744336254,0.000474933690421,0.935836715,0.0001874429983021,0.0008553781349182,0,2,56,40,48,1.0,0.0,12146253,185.0,111186,0,0,631.5360073992051,4612.936601192021,"['x', 'z', 'x', 'x']"
4,z,3,0.0005,normal,12900000,0.92740418,0.0001851222787164,0.000844787753795,0.0060719035230733,80,0.0001061577908713,0.0004844408912847,0.92177308625,0.0002118557653755,0.000966783454704,0,2,64,48,64,1.0,0.0,11963025,222.0,109229,0,0,663.8178757210262,4027.118219696029,"['x', 'z', 'x', 'x']"
4,z,3,0.001,m1,12900000,0.8866559075,0.0002314531682996,0.0010562143222975,0.0121077530201767,80,0.0002008501709298,0.0009165604805951,0.8759205487499999,0.0002973423639347,0.0013568933435687,0,2,56,40,48,1.0,0.0,11437649,734.0,208064,0,0,725.7996436376125,3652.78662054152,"['x', 'z', 'x', 'x']"
4,z,3,0.001,normal,12900000,0.8601044675,0.0002455148374382,0.0011203833999935,0.0121114144960041,80,0.0002010937851392,0.0009176721906614,0.84968739375,0.0002990196938907,0.0013645476778589,0,2,64,48,64,1.0,0.0,11096587,962.0,201557,0,0,565.8141081859358,4221.645918698006,"['x', 'z', 'x', 'x']"
4,z,3,0.005,m1,12900000,0.5502186725,0.0004189647367089,0.0019119053703196,0.059165835835422,80,0.0009170875726525,0.0041850411301455,0.5176646225,0.0006441613633714,0.0029395685652604,0,2,56,40,48,1.0,0.0,7098630,10296.0,622861,0,0,525.9526981390081,3393.28636487569,"['x', 'z', 'x', 'x']"
4,z,3,0.005,normal,12900000,0.47493954,0.0003729004963224,0.0017016956298373,0.0605543491162209,80,0.0009164435306704,0.0041821021063655,0.44618019875,0.0005707837444121,0.0026047168427702,0,2,64,48,64,1.0,0.0,6127718,12481.0,547714,0,0,525.3126116539352,3315.088150743046,"['x', 'z', 'x', 'x']"
4,z,3,0.01,m1,12900000,0.3061513325,0.0003397482697388,0.0015504086252531,0.115009742842129,80,0.0016764427581566,0.0076502856482151,0.27094138,0.0006047207233587,0.0027595849894549,0,2,56,40,48,1.0,0.0,3951191,20990.0,666921,0,0,504.3321668040008,2686.209818975214,"['x', 'z', 'x', 'x']"
4,z,3,0.01,normal,12900000,0.2307491125,0.0003513450025288,0.0016033292024682,0.1196388080548304,80,0.001670907624279,0.0076250265959401,0.20314307125,0.0005045351856037,0.0023023979021437,0,2,64,48,64,1.0,0.0,2977986,22854.0,518129,0,0,470.6144971419126,2960.3582174979383,"['x', 'z', 'x', 'x']"
4,z,4,0.0,m2,200,1.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,2,0,24,24,16,1.0,0.0,200,0.0,0,0,0,0.0,0.0586299189999407,"['z', 'z', 'x', 'x']"
4,z,4,0.0001,m1,12900000,0.9955509875,4.287417939720255e-05,0.0001956522032891,1.9473529868176342e-06,80,6.664472542224623e-07,3.0412680895092038e-06,0.99554904875,4.281053785900152e-05,0.0001953617812368,2,0,24,24,16,1.0,0.0,12842647,0.0,32,0,0,13.22999743418768,2441.762305827069,"['z', 'z', 'x', 'x']"
4,z,4,0.0001,normal,12900000,0.99351648,6.32259626662201e-05,0.0002885256131929,2.591720582772171e-06,80,8.398224728603659e-07,3.832449261934185e-06,0.993513905,6.316795707695148e-05,0.0002882609102527,2,0,32,32,32,1.0,0.0,12816519,0.0,51,0,0,569.1467572147958,4433.218419941128,"['z', 'z', 'x', 'x']"
4,z,4,0.0005,m1,12900000,0.9779309825,0.0001061607498017,0.0004844543940796,3.7174795801485975e-05,80,3.191945637166105e-06,1.4566137602423045e-05,0.9778946275,0.0001059267623775,0.0004833866149236,2,0,24,24,16,1.0,0.0,12615886,1.0,662,0,0,57.32350527308881,2760.189335060786,"['z', 'z', 'x', 'x']"
4,z,4,0.0005,normal,12900000,0.9681558775,0.0001247543562662,0.0005693045328582,7.65271636882786e-05,80,4.426267200702886e-06,2.0198845606835424e-05,0.96808178875,0.0001253730763107,0.0005721280024065,2,0,32,32,32,1.0,0.0,12488791,0.0,1451,0,0,564.1988346059807,4705.109074777996,"['z', 'z', 'x', 'x']"
4,z,4,0.001,m1,12900000,0.9563010675,0.0001474116232636,0.0006726987965123,0.0001724206574467,80,7.803056487193578e-06,3.560849946456237e-05,0.9561361825,0.0001479091125157,0.000674969040973,2,0,24,24,16,1.0,0.0,12336501,22.0,2945,0,0,35.370310141239315,2412.7962561558816,"['z', 'z', 'x', 'x']"
4,z,4,0.001,normal,12900000,0.93745495,0.0001689260851736,0.0007708779788188,0.0002967575875143,80,9.858539811220415e-06,4.498850036076897e-05,0.937176755,0.000169630080852,0.0007740905955385,2,0,32,32,32,1.0,0.0,12093419,48.0,5390,0,0,590.8253936115652,4701.038162687255,"['z', 'z', 'x', 'x']"
4,z,4,0.005,m1,12900000,0.80351576,0.0002753236620412,0.0012564131104865,0.0039840100535949,80,8.294092584063785e-05,0.000378492955707,0.80031458875,0.0002881507904221,0.0013149484799065,2,0,24,24,16,1.0,0.0,10365917,1333.0,56282,0,0,94.03051000414416,2875.1987168801134,"['z', 'z', 'x', 'x']"
4,z,4,0.005,normal,12900000,0.731103125,0.0003482353156531,0.0015891384448296,0.0069405676664819,80,0.0001150638118214,0.0005250826632307,0.726028875,0.0003579359147254,0.0016334061977848,2,0,32,32,32,1.0,0.0,9431705,3093.0,94749,0,0,975.042212577071,4036.729982188961,"['z', 'z', 'x', 'x']"
4,z,4,0.01,m1,12900000,0.6528733675,0.0003246494126262,0.0014815064397707,0.0148340343950485,80,0.0002807685567059,0.0012812603647733,0.6431885825,0.0003653264864255,0.0016671323625076,2,0,24,24,16,1.0,0.0,8423468,8111.0,163752,0,0,141.1798080499284,3115.054113903549,"['z', 'z', 'x', 'x']"
4,z,4,0.01,normal,12900000,0.5468937150000001,0.0003283057652877,0.001498191854262,0.0251040087519924,80,0.0003719891677199,0.001697536869215,0.533164725,0.000395058098207,0.0018028097196994,2,0,32,32,32,1.0,0.0,7058376,16044.0,244898,0,0,647.4568363940343,4396.914487545364,"['z', 'z', 'x', 'x']"
4,z,5,0.0,m2,200,1.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0,2,56,40,48,1.0,0.0,200,0.0,0,0,0,0.0,0.054472486999657,"['x', 'x', 'z', 'x']"
4,z,5,0.0001,m1,12900000,0.987766505,8.654510047800846e-05,0.0003949402607926,0.0011060441588641,80,2.5563684059855543e-05,0.0001166574190064,0.986673995,9.183978473070472e-05,0.0004191020442791,0,2,56,40,48,1.0,0.0,12742354,5.0,20614,0,0,621.2440495952033,3273.1329629285465,"['x', 'x', 'z', 'x']"
4,z,5,0.0001,normal,12900000,0.9847733525,8.610076799213562e-05,0.0003929125921333,0.0011104193308925,80,2.6244313607855283e-05,0.0001197634066326,0.98367984,8.919712617637423e-05,0.0004070425255673,0,2,64,48,64,1.0,0.0,12704041,11.0,20571,0,0,580.4049383681267,5059.974599403082,"['x', 'x', 'z', 'x']"
4,z,5,0.0005,m1,12900000,0.9406260675,0.0001563552213773,0.0007135120482381,0.0055801789751172,80,0.0001042731577038,0.0004758405486823,0.93537718875,0.000179588579341,0.000819535247733,0,2,56,40,48,1.0,0.0,12134514,127.0,98725,0,0,835.1514850780368,3277.0314548007154,"['x', 'x', 'z', 'x']"
4,z,5,0.0005,normal,12900000,0.926477455,0.0001801011450184,0.0008218742920139,0.0056005875042254,80,0.0001059320838848,0.0004834108991118,0.9212886525,0.0002076009928126,0.0009473672084195,0,2,64,48,64,1.0,0.0,11951407,280.0,97545,0,0,580.9437536890619,4928.458330719353,"['x', 'x', 'z', 'x']"
4,z,5,0.001,m1,12900000,0.8848983875,0.0002525774015683,0.0011526127336472,0.0111791318310591,80,0.0002011165375845,0.0009177760192621,0.8750059875,0.0003060600523116,0.0013966756778897,0,2,56,40,48,1.0,0.0,11415398,556.0,186243,0,0,592.8944800640456,4279.542139015684,"['x', 'x', 'z', 'x']"
4,z,5,0.001,normal,12900000,0.8586574174999999,0.0002649968092299,0.0012092875086914,0.0111847147839667,80,0.0002011669585326,0.0009180061104202,0.84905362375,0.0003196622791093,0.0014587481345529,0,2,64,48,64,1.0,0.0,11077249,1106.0,180295,0,0,598.3461777917109,4889.371764349227,"['x', 'x', 'z', 'x']"
4,z,5,0.005,m1,12900000,0.5471796849999999,0.0004014572222342,0.0018320115081101,0.056206278455839,80,0.0009243462450676,0.0042181653851388,0.51642507375,0.0006449409954995,0.00294312634166,0,2,56,40,48,1.0,0.0,7060946,8467.0,580038,0,0,543.2407580972649,3917.36673533138,"['x', 'x', 'z', 'x']"
4,z,5,0.005,normal,12900000,0.47276315,0.0003525299402349,0.0016087365519782,0.0583054227847904,80,0.0009180968508358,0.0041896468742802,0.4451989249999999,0.0005633217830886,0.0025706648983522,0,2,64,48,64,1.0,0.0,6099766,14558.0,513714,0,0,685.8845150060952,3400.669121426821,"['x', 'x', 'z', 'x']"
4,z,5,0.01,m1,12900000,0.306377165,0.0003133035526018,0.0014297306963466,0.1128499916296535,80,0.0016714297730606,0.0076274093717973,0.27180270375,0.0005874395863735,0.0026807241791953,0,2,56,40,48,1.0,0.0,3953667,18148.0,655584,0,0,506.18014965578914,3130.9168980942777,"['x', 'x', 'z', 'x']"
4,z,5,0.01,normal,12900000,0.2317382724999999,0.0002760071679913,0.0012595322242976,0.1206758391991304,80,0.0016539031401361,0.0075474282643772,0.2037729125,0.0004502807583236,0.0020548130297386,0,2,64,48,64,1.0,0.0,2989343,27193.0,518096,0,0,472.0515776933171,2770.6023738866643,"['x', 'x', 'z', 'x']"
4,z,6,0.0,m2,200,1.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,1,1,40,24,32,1.0,0.0,200,0.0,0,0,0,0.0,0.0580248559999744,"['z', 'x', 'z', 'x']"
4,z,6,0.0001,m1,12900000,0.9916633075,6.225218350538698e-05,0.0002840818654404,1.263048874743409e-06,80,5.694100666188121e-07,2.598448195984383e-06,0.991662055,6.226956893923558e-05,0.0002841612021994,1,1,40,24,32,1.0,0.0,12792757,0.0,22,0,0,206.859672695864,3291.1948465492314,"['z', 'x', 'z', 'x']"
4,z,6,0.0001,normal,12900000,0.988680755,7.566264958497019e-05,0.0003452792404688,1.2718067386044092e-06,80,5.707273529333284e-07,2.6044595056682376e-06,0.9886794975,7.560801414329989e-05,0.0003450299168738,1,1,48,32,48,1.0,0.0,12754274,0.0,26,0,0,666.0397296817973,5970.405489531055,"['z', 'x', 'z', 'x']"
4,z,6,0.0005,m1,12900000,0.9591363725,0.0001487434054737,0.0006787762568248,2.1030187326418483e-05,80,2.3448502679553213e-06,1.0700499175932032e-05,0.9591162025,0.0001490134194361,0.0006800084396302,1,1,40,24,32,1.0,0.0,12372974,0.0,358,0,0,154.18547708075494,3764.682060935083,"['z', 'x', 'z', 'x']"
4,z,6,0.0005,normal,12900000,0.9447691475,0.0001580651302837,0.0007213150534425,2.407555307869122e-05,80,2.6151584503133008e-06,1.1934024626190913e-05,0.9447464,0.0001575976272368,0.0007191816481515,1,1,48,32,48,1.0,0.0,12187388,1.0,409,0,0,658.6194796604104,5207.121255948339,"['z', 'x', 'z', 'x']"
4,z,6,0.001,m1,12900000,0.920246915,0.0001992784388863,0.0009093880322447,8.530927500982194e-05,80,4.847066631169751e-06,2.211912342605401e-05,0.92016840875,0.0001991649433351,0.0009088701061881,1,1,40,24,32,1.0,0.0,11871363,0.0,1359,0,0,184.60695669380948,4640.519810883954,"['z', 'x', 'z', 'x']"
4,z,6,0.001,normal,12900000,0.8930748075,0.0002264173842105,0.0010332340048623,9.627823578603198e-05,80,5.421665986600573e-06,2.47412524435456e-05,0.8929888275,0.0002271503305515,0.0010365787351527,1,1,48,32,48,1.0,0.0,11521546,2.0,1601,0,0,632.5174866537564,5201.197452643435,"['z', 'x', 'z', 'x']"
4,z,6,0.005,m1,12900000,0.6680841075,0.0003692774591788,0.0016851622475148,0.0021886973936857,80,5.212183425941219e-05,0.0002378529888082,0.66662187125,0.0003699025660466,0.0016880148627182,1,1,40,24,32,1.0,0.0,8619973,395.0,25143,0,0,323.0980795603245,4725.805602422901,"['z', 'x', 'z', 'x']"
4,z,6,0.005,normal,12900000,0.5823210475,0.0003532636710868,0.0016120848623087,0.0026002925827868,80,5.545834401782705e-05,0.0002530788309049,0.5808068475,0.0003542069711636,0.001616389521686,1,1,48,32,48,1.0,0.0,7512641,561.0,27378,0,0,647.2321281968616,4533.628363957352,"['z', 'x', 'z', 'x']"
4,z,6,0.01,m1,12900000,0.4604047525,0.0003475009371053,0.0015857871788009,0.0089437027533026,80,0.0001897370615841,0.0008658468725577,0.4562871225,0.0003610624699469,0.0016476739325005,1,1,40,24,32,1.0,0.0,5941208,2148.0,69969,0,0,436.4931845278479,3858.51134712527,"['z', 'x', 'z', 'x']"
4,z,6,0.01,normal,12900000,0.3602087875,0.0003988189662279,0.0018199720800038,0.0110081608175807,80,0.0002050591594484,0.0009357677957869,0.3562435775,0.0004023666771067,0.0018361617181456,1,1,48,32,48,1.0,0.0,4647106,2789.0,70231,0,0,621.550767974928,3495.592857408148,"['z', 'x', 'z', 'x']"
4,z,7,0.0,m2,200,1.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0,2,56,24,48,1.0,0.0,200,0.0,0,0,0,0.0,0.0965789890015001,"['x', 'z', 'z', 'x']"
4,z,7,0.0001,m1,12900000,0.9886263425,8.391518158051003e-05,0.0003829388782821,6.954491366096535e-07,80,3.8409279170443845e-07,1.752770595752636e-06,0.988625655,8.393848413357669e-05,0.0003830452172468,0,2,56,24,48,1.0,0.0,12753383,0.0,11,0,0,362.410262638703,3101.735146998166,"['x', 'z', 'z', 'x']"
4,z,7,0.0001,normal,12900000,0.98560838,8.566531740398851e-05,0.000390925455162,5.731631871256637e-07,80,3.9504976109308417e-07,1.8027716740799752e-06,0.985607815,8.56182992239471e-05,0.0003907108922095,0,2,64,32,64,1.0,0.0,12714995,0.0,11,0,0,628.0036811181344,5261.931948449972,"['x', 'z', 'z', 'x']"
4,z,7,0.0005,m1,12900000,0.9445750425,0.0001588930486937,0.0007250931796559,1.4134354969461023e-05,80,2.1089724424282982e-06,9.624093354986606e-06,0.9445616925,0.0001591799646886,0.0007264024932649,0,2,56,24,48,1.0,0.0,12185206,0.0,243,0,0,356.1353429667652,3742.327569848145,"['x', 'z', 'z', 'x']"
4,z,7,0.0005,normal,12900000,0.9305064925,0.0001835972999479,0.0008378286595288,1.2986264308907787e-05,80,1.973859581969425e-06,9.00751878229174e-06,0.93049441,0.0001839249488371,0.000839323853792,0,2,64,32,64,1.0,0.0,12003646,0.0,209,0,0,595.7824445748702,4834.542585771807,"['x', 'z', 'z', 'x']"
4,z,7,0.001,m1,12900000,0.892779015,0.0002346888260388,0.0010709799358826,5.344685751119166e-05,80,4.07334298448095e-06,1.858830981422709e-05,0.89273129875,0.0002347012428329,0.0010710365987309,0,2,56,24,48,1.0,0.0,11517105,2.0,831,0,0,392.71795786498114,4108.3190364779,"['x', 'z', 'z', 'x']"
4,z,7,0.001,normal,12900000,0.8667678750000001,0.0002243573683746,0.0010238333202828,5.382389627523701e-05,80,4.141395901926553e-06,1.8898862772340463e-05,0.8667212212500001,0.0002242000774648,0.0010231155383106,0,2,64,32,64,1.0,0.0,11182394,1.0,816,0,0,623.026790693868,4817.39356089884,"['x', 'z', 'z', 'x']"
4,z,7,0.005,m1,12900000,0.5805944525,0.0003508433407399,0.0016010399170361,0.001410543285127,80,3.7721596746660536e-05,0.0001721388868272,0.579775485,0.0003499127424074,0.0015967932208498,0,2,56,24,48,1.0,0.0,7490951,145.0,14258,0,0,695.6546530192718,3512.864312338599,"['x', 'z', 'z', 'x']"
4,z,7,0.005,normal,12900000,0.5116694374999999,0.0003887266700882,0.0017739168550703,0.0014715195846127,80,3.948381287687811e-05,0.0001801805910277,0.5109165649999999,0.000392432993047,0.0017908303042182,0,2,64,32,64,1.0,0.0,6601837,149.0,13118,0,0,547.7893347833306,3719.703776145485,"['x', 'z', 'z', 'x']"
4,z,7,0.01,m1,12900000,0.35695546,0.0003400366094952,0.0015517244360608,0.0059906925819719,80,0.0001342409664372,0.0006125957679977,0.3548170874999999,0.000343265906134,0.001566461021375,0,2,56,24,48,1.0,0.0,4606349,805.0,37012,0,0,474.85811027605087,3373.6593165203376,"['x', 'z', 'z', 'x']"
4,z,7,0.01,normal,12900000,0.2901434725,0.000322157022467,0.0014701326564594,0.0063518928741091,80,0.0001443769655221,0.000658850427128,0.28830059625,0.0003264610087463,0.0014897734848162,0,2,64,32,64,1.0,0.0,3743411,782.0,31794,0,0,490.7443930385634,3043.231350162576,"['x', 'z', 'z', 'x']"
4,z,8,0.0,m2,200,1.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,3,-1,8,8,0,1.0,0.0,200,0.0,0,0,0,0.0,0.0484312609987682,"['z', 'z', 'z', 'x']"
4,z,8,0.0001,m1,1032900000,1.0,0.0,0.0,0.0,182,0.0,0.0,1.0,0.0,0.0,3,-1,8,8,0,1.0,0.0,1032900000,0.0,0,0,0,0.267826140858233,68.15612834211788,"['z', 'z', 'z', 'x']"
4,z,8,0.0001,normal,1032900000,1.0,0.0,0.0,0.0,182,0.0,0.0,1.0,0.0,0.0,3,-1,16,16,16,1.0,0.0,1032900000,0.0,0,0,0,9.717763046268374,5207.981828339442,"['z', 'z', 'z', 'x']"
4,z,8,0.0005,m1,1032900000,1.0,0.0,0.0,0.0,182,0.0,0.0,1.0,0.0,0.0,3,-1,8,8,0,1.0,0.0,1032900000,0.0,0,0,0,0.2843434461392462,136.7456999545102,"['z', 'z', 'z', 'x']"
4,z,8,0.0005,normal,1032900000,1.0,0.0,0.0,5.494505494505494e-10,182,7.59393106859049e-10,5.226925057123905e-09,0.9999999994505496,7.593931056409498e-10,5.226925048739694e-09,3,-1,16,16,16,1.0,0.0,1032900000,0.0,2,0,0,14.800973825156689,7355.590922120085,"['z', 'z', 'z', 'x']"
4,z,8,0.001,m1,1442900000,1.0,0.0,0.0,2.3498694516971282e-09,383,1.970548998629549e-09,1.9675716389192504e-08,0.9999999976501306,1.970548996558497e-09,1.9675716368513283e-08,3,-1,8,8,0,1.0,0.0,1442900000,0.0,10,0,0,0.3120833788998425,782.7608168479856,"['z', 'z', 'z', 'x']"
4,z,8,0.001,normal,1432900000,1.0,0.0,0.0,1.6099476439790574e-08,382,5.384676340195122e-09,5.369516906414885e-08,0.9999999839005236,5.38467634063703e-09,5.3695169068555495e-08,3,-1,16,16,16,1.0,0.0,1432900000,1.0,57,0,0,20.96207025693729,35180.91237595289,"['z', 'z', 'z', 'x']"
4,z,8,0.005,m1,1102900000,1.0,0.0,0.0,2.592488262910798e-06,213,3.3573397674571666e-07,2.499936773936962e-06,0.9999974075117372,3.357339767440688e-07,2.499936773924692e-06,3,-1,8,8,0,1.0,0.0,1102900000,87.0,6264,0,0,0.8532820320688188,613.1677889032617,"['z', 'z', 'z', 'x']"
4,z,8,0.005,normal,1092900000,1.0,0.0,0.0,1.0567216981132076e-05,212,8.234310400849077e-07,6.117008630676204e-06,0.9999894327830188,8.234310400843974e-07,6.117008630672413e-06,3,-1,16,16,16,1.0,0.0,1092900000,508.0,24727,0,0,59.13912171218544,29874.077205852285,"['z', 'z', 'z', 'x']"
4,z,8,0.01,m1,1074900000,1.0,0.0,0.0,3.9415550239234446e-05,209,2.369263606596979e-06,1.747553399119786e-05,0.9999605844497608,2.369263606596551e-06,1.7475533991194705e-05,3,-1,8,8,0,1.0,0.0,1074900000,2459.0,88581,0,0,1.2302132179029286,878.444186707944,"['z', 'z', 'z', 'x']"
