n,lstate,i,meas_type,p_error,sim_type,N_samples,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,prep_rate_SEM,prep_rate_SD,LER,LER_SEM,LER_SD,detect_normal,decoding_normal
5,x,2,"['x', 'x', 'x', 'x', 'x']",0.1,normal,151,0,155000000,85577334,0.0,0,0,0.5518208556291391,0.003687890763005704,0.045317560396156385,0.0,0.0,0.0,2758.275757212017,45488.9957970891
5,x,2,"['x', 'x', 'x', 'x', 'x']",0.5,m1,588,0,1948000000,85989535,0.0,1,0,0.04843656020408163,0.0009003720103431244,0.02183286094678111,2.7514646046090333e-08,2.7514646046090337e-08,6.671947086574362e-07,0.0,664728.653485113
5,x,2,"['x', 'x', 'x', 'x', 'x']",0.5,normal,588,0,1948000000,68393794,0.0,0,0,0.0382035925170068,0.0007308741808046569,0.017722757011315267,0.0,0.0,0.0,0.0,659122.990749881
5,x,2,"['x', 'x', 'x', 'x', 'x']",0.8,m1,508,0,1868000000,13530773,0.0,1,0,0.007851288582677165,0.00025018280705197814,0.005638834096491838,4.030680898087297e-08,4.030680898087298e-08,9.084693368034256e-07,0.0,592509.0291224599
5,x,2,"['x', 'x', 'x', 'x', 'x']",0.8,normal,508,0,1868000000,9307884,0.0,0,0,0.005265442519685039,0.00016206759025020316,0.0036528179718170917,0.0,0.0,0.0,0.0,573494.0001163934
5,x,2,"['x', 'x', 'x', 'x', 'x']",1.0,m1,306,0,1054000000,2879177,0.0,1,0,0.0031785888888888887,0.0001600189843098989,0.002799188999319076,6.785941808648927e-08,6.785941808648927e-08,1.187055007423542e-06,3282.9076748050284,319672.2630847965
5,x,2,"['x', 'x', 'x', 'x', 'x']",1.0,normal,306,0,1054000000,1653955,0.0,0,0,0.0018207392156862747,8.629070188406641e-05,0.001509470794975284,0.0,0.0,0.0,2381.00040871097,316597.8508790254
5,x,3,"['z', 'x', 'x', 'x', 'x']",0.01,m1,1,0,5000000,4866326,0.0,0,0,0.9732652,0.0,,0.0,0.0,,0.0,169.8975083422847
5,x,3,"['z', 'x', 'x', 'x', 'x']",0.01,normal,1,0,5000000,4832793,0.0,0,0,0.9665586,0.0,,0.0,0.0,,0.0,3249.6426554759964
5,x,3,"['z', 'x', 'x', 'x', 'x']",0.05,m1,1,0,5000000,4363087,0.0,0,0,0.8726174,0.0,,0.0,0.0,,0.0,369.613903653808
5,x,3,"['z', 'x', 'x', 'x', 'x']",0.05,normal,1,0,5000000,4218281,0.0,0,0,0.8436562,0.0,,0.0,0.0,,0.0,3458.886805559043
5,x,3,"['z', 'x', 'x', 'x', 'x']",0.1,m1,150,0,150000000,109879158,0.0,0,0,0.73252772,0.0031735333437445737,0.03886768686941367,0.0,0.0,0.0,0.0,23032.112925947178
5,x,3,"['z', 'x', 'x', 'x', 'x']",0.1,normal,150,0,150000000,104732099,0.0,0,0,0.6982139933333333,0.0034166816779917517,0.041845633622980064,0.0,0.0,0.0,0.0,58857.20085617434
5,x,3,"['z', 'x', 'x', 'x', 'x']",0.5,m1,588,0,1948000000,400492058,0.0,0,0,0.20516038843537415,0.0026288578700294253,0.0637464155547557,0.0,0.0,0.0,0.0,850040.7040878874
5,x,3,"['z', 'x', 'x', 'x', 'x']",0.5,normal,588,0,1948000000,327494986,0.0,0,0,0.16655734081632653,0.002366161494054847,0.057376366972625104,0.0,0.0,0.0,0.0,910207.3520218997
5,x,3,"['z', 'x', 'x', 'x', 'x']",0.8,m1,508,0,1868000000,155097000,0.0,5,0,0.08188526299212598,0.0017621621565560212,0.039717117930774745,6.315267079439111e-08,3.774371738011394e-08,8.507001859928777e-07,0.0,838223.6929144728
5,x,3,"['z', 'x', 'x', 'x', 'x']",0.8,normal,508,0,1868000000,113840132,0.0,6,0,0.05921384724409449,0.0013958074038951523,0.031459901157734275,5.179905060961699e-08,3.150773684425756e-08,7.101483227973353e-07,0.0,830742.0675008813
5,x,3,"['z', 'x', 'x', 'x', 'x']",1.0,m1,305,0,1049000000,47976316,0.0,6,0,0.046170108852459014,0.0014503033145750318,0.02532845849635413,8.35834264838747e-08,4.56673106009577e-08,7.975452924724242e-07,967.3277857539942,474783.4412198476
5,x,3,"['z', 'x', 'x', 'x', 'x']",1.0,normal,305,0,1049000000,32550659,0.0,6,0,0.030356476721311473,0.0010829185949108426,0.018912360201125623,1.1045266276837275e-07,5.922254386804139e-08,1.03427726416645e-06,447.6549026349967,452253.21260528243
5,x,4,"['x', 'z', 'x', 'x', 'x']",0.1,m1,150,0,150000000,85336262,0.0,25,0,0.5689084133333334,0.003914919537290887,0.04794777625207747,1.466986614763835e-07,2.9275489339464126e-08,3.5855005425987826e-07,0.0,53708.24895545328
5,x,4,"['x', 'z', 'x', 'x', 'x']",0.1,normal,150,0,150000000,80744725,0.0,18,0,0.5382981666666666,0.0038699059158963595,0.04739647423262036,1.0956076966033343e-07,4.690701524288509e-08,5.74491263510106e-07,0.0,50152.28928222507
5,x,4,"['x', 'z', 'x', 'x', 'x']",0.5,m1,80,0,80000000,5439171,15.0,400,0,0.0679896375,0.00297940353697734,0.026648595364338563,4.3546126932224855e-05,5.325205219472532e-06,4.763008345950908e-05,0.0,25973.726683900226
5,x,4,"['x', 'z', 'x', 'x', 'x']",0.5,normal,80,0,80000000,4071001,14.0,313,0,0.050887512499999996,0.002363072129236157,0.021135959666828862,4.4843736340302416e-05,5.5336348927813775e-06,4.949433513169568e-05,0.0,23897.5117866667
5,x,4,"['x', 'z', 'x', 'x', 'x']",1.0,m1,31,0,31000000,121523,12.0,160,0,0.003920096774193548,0.00043979333943143723,0.0024486656822963635,0.0008600844837395041,0.00015231392485555694,0.0008480480427735397,553.310133210005,8774.781254159607
5,x,4,"['x', 'z', 'x', 'x', 'x']",1.0,normal,31,0,31000000,89532,3.0,98,0,0.0028881290322580644,0.00039478784759198565,0.0021980857087010278,0.0006509041418418444,0.00010441208164495855,0.0005813418672316989,662.5135067749943,8499.673091140023
5,x,5,"['z', 'z', 'x', 'x', 'x']",0.01,m1,1,0,5000000,4927130,0.0,0,0,0.985426,0.0,,0.0,0.0,,217.01164877100385,20.440766943997005
5,x,5,"['z', 'z', 'x', 'x', 'x']",0.01,normal,1,0,5000000,4899774,0.0,0,0,0.9799548,0.0,,0.0,0.0,,3058.791769575997,401.2431731580291
5,x,5,"['z', 'z', 'x', 'x', 'x']",0.1,m1,151,0,155000000,128965138,0.0,0,0,0.8312101483443709,0.004443185686523669,0.05459877980123961,0.0,0.0,0.0,730.8757675270026,19811.06514976872
5,x,5,"['z', 'z', 'x', 'x', 'x']",0.1,normal,151,0,155000000,118519949,0.0,0,0,0.7632540834437086,0.007245055062895886,0.08902872711952806,0.0,0.0,0.0,4183.970141873986,55081.40772168533
5,x,5,"['z', 'z', 'x', 'x', 'x']",0.5,m1,588,0,1948000000,784867368,2.0,9,0,0.39711009115646256,0.004504928980207085,0.10923872229491369,5.678352236742504e-08,5.284603720172117e-08,1.2814482997687852e-06,0.0,632112.6966060586
5,x,5,"['z', 'z', 'x', 'x', 'x']",0.5,normal,588,0,1948000000,551144396,30.0,186,0,0.28354101768707485,0.004483693926701024,0.1087237996128785,1.242343684156538e-05,1.1840026446510497e-05,0.0002871053831564152,0.0,772477.8277330619
5,x,5,"['z', 'z', 'x', 'x', 'x']",0.8,m1,508,0,1868000000,453955976,7.0,89,0,0.23675542992125984,0.0038090286754398793,0.08585114629848704,1.7609808080229158e-06,1.113755747015147e-06,2.5102779665142826e-05,0.0,857563.1891086629
5,x,5,"['z', 'z', 'x', 'x', 'x']",0.8,normal,508,0,1868000000,269360986,53.0,485,0,0.14310754566929135,0.0031355363237484503,0.070671399611677,5.947092044984165e-05,4.996262856476823e-05,0.0011261004575859584,0.0,903492.5026443013
5,x,5,"['z', 'z', 'x', 'x', 'x']",1.0,m1,306,0,1054000000,180817238,12.0,168,0,0.17054536862745098,0.0037848459860422316,0.06620776462203173,9.829173412717446e-06,8.093153482845731e-06,0.00014157236590821946,4875.293597293989,541452.6376427815
5,x,5,"['z', 'z', 'x', 'x', 'x']",1.0,normal,306,0,1054000000,97670549,66.0,361,0,0.09407550392156863,0.002905418799465164,0.05082407176218166,0.00014524856157967274,0.00013129026155906575,0.0022966415982377084,3440.0985013519967,560941.504122514
5,x,6,"['x', 'x', 'z', 'x', 'x']",0.01,m1,1,0,5000000,4758997,0.0,0,0,0.9517994,0.0,,0.0,0.0,,2413.419460671983,231.87776567201945
5,x,6,"['x', 'x', 'z', 'x', 'x']",0.01,normal,1,0,5000000,4669346,0.0,0,0,0.9338692,0.0,,0.0,0.0,,4841.2497943920025,-1923.2355340119973
5,x,6,"['x', 'x', 'z', 'x', 'x']",0.1,m1,151,0,155000000,87523907,2.0,40,0,0.5634702556291391,0.00439990989939503,0.0540669980259858,2.706095761249335e-07,4.929716534001844e-08,6.057737094779934e-07,2305.228415228019,48251.41027135041
5,x,6,"['x', 'x', 'z', 'x', 'x']",0.1,normal,151,0,155000000,82488412,0.0,46,0,0.5329071629139073,0.0033727578428760963,0.04144514224211343,2.7848051740895043e-07,4.252717056878488e-08,5.225826209553519e-07,2556.8352179230133,47069.87421654814
5,x,6,"['x', 'x', 'z', 'x', 'x']",0.5,m1,80,0,80000000,5102471,32.0,805,0,0.0637808875,0.00277528405781828,0.024822895240612524,9.624984614292899e-05,8.363602210062959e-06,7.480633231387301e-05,0.0,18408.088407961186
5,x,6,"['x', 'x', 'z', 'x', 'x']",0.5,normal,80,0,80000000,3766014,17.0,449,0,0.047075175000000004,0.0020609777166060096,0.018433945097773338,7.413254292517917e-05,9.141479771748686e-06,8.17638807382773e-05,0.0,17021.63538897643
5,x,6,"['x', 'x', 'z', 'x', 'x']",1.0,m1,32,0,36000000,168946,10.0,373,0,0.0043975125,0.0005684334859760028,0.0032155453806971194,0.0014121253846289805,0.00016386086685469758,0.0009269370409925012,4130.8899794050085,5370.216794072097
5,x,6,"['x', 'x', 'z', 'x', 'x']",1.0,normal,32,0,36000000,87707,15.0,196,0,0.00258409375,0.00035728625563612415,0.00202111627348043,0.001968402869054284,0.0004899708968958543,0.0027716939502329062,2252.802509039975,6260.015617452591
5,x,7,"['z', 'x', 'z', 'x', 'x']",0.01,m1,1,0,5000000,4860185,0.0,0,0,0.972037,0.0,,0.0,0.0,,2020.9758986719823,386.40557615901344
5,x,7,"['z', 'x', 'z', 'x', 'x']",0.01,normal,1,0,5000000,4781445,0.0,0,0,0.956289,0.0,,0.0,0.0,,2710.725709896011,552.8721105580044
5,x,7,"['z', 'x', 'z', 'x', 'x']",0.1,m1,1,0,5000000,3764912,0.0,16,0,0.7529824,0.0,,2.1248836626194716e-06,0.0,,2565.0138385129976,-72.08840083499672
5,x,7,"['z', 'x', 'z', 'x', 'x']",0.1,normal,1,0,5000000,3199670,0.0,2,0,0.639934,0.0,,3.12532229886207e-07,0.0,,5240.826961504994,-2465.170175397012
5,x,7,"['z', 'x', 'z', 'x', 'x']",1.0,m1,2,0,6000000,345547,42.0,842,0,0.0535179,0.006109900000000001,0.008640703444743375,0.0017122339616820468,0.0005131288462828538,0.0007256737736580709,3188.400243373995,925.4846199340246
5,x,7,"['z', 'x', 'z', 'x', 'x']",1.0,normal,2,0,6000000,91670,58.0,531,0,0.0192134,0.005902599999999999,0.00834753697326343,0.003093486173668856,0.000963369913117813,0.0013624107967134015,2591.984409599012,-236.837838484018
5,x,8,"['x', 'z', 'z', 'x', 'x']",0.5,m1,40,0,120000000,5882763,10213.0,161713,0,0.056018754999999996,0.0030191033794946935,0.019094486341429854,0.015288084782812877,0.0006184855976874407,0.003911646377405763,0.0,31630.73152785888
5,x,8,"['x', 'z', 'z', 'x', 'x']",0.5,normal,40,0,120000000,4204927,13687.0,129835,0,0.038106695,0.00246866629306437,0.015613216537936287,0.019178786933957626,0.0007260746497533604,0.004592099289059265,0.0,32380.030421157833
5,x,8,"['x', 'z', 'z', 'x', 'x']",0.8,m1,40,0,120000000,1068541,7538.0,77987,0,0.010829465,0.0008949564020433248,0.005660201274012553,0.043834196609886675,0.0019433567935179335,0.012290867547756431,0.0,28088.209348990582
5,x,8,"['x', 'z', 'z', 'x', 'x']",0.8,normal,40,0,120000000,666121,10878.0,57300,0,0.006367405,0.0006482594030679584,0.004099952456631788,0.06282580769361035,0.002603328882736105,0.016464897535894984,0.0,28499.271329715848
5,x,8,"['x', 'z', 'z', 'x', 'x']",1.0,m1,41,0,121000000,365655,5368.0,42375,0,0.003819058536585366,0.0003746744714720677,0.002399087189430139,0.07387706611285541,0.0035709914498491986,0.02286550190419487,668.5362770950014,26732.764228154556
5,x,8,"['x', 'z', 'z', 'x', 'x']",1.0,normal,41,0,121000000,222763,7217.0,30726,0,0.0022772634146341463,0.0003097049657759686,0.001983079372813415,0.10893051001131278,0.0045773205971062336,0.02930915245783152,408.7134127730096,26415.091425748906
5,x,9,"['z', 'z', 'z', 'x', 'x']",0.01,m1,1,0,5000000,4844654,0.0,0,0,0.9689308,0.0,,0.0,0.0,,215.0355300430092,-74.01776292099385
5,x,9,"['z', 'z', 'z', 'x', 'x']",0.01,normal,1,0,5000000,4904503,0.0,0,0,0.9809006,0.0,,0.0,0.0,,5617.860307419003,-2630.2356351329945
5,x,9,"['z', 'z', 'z', 'x', 'x']",0.1,m1,151,0,155000000,129531717,0.0,0,0,0.8381333311258278,0.006427737276649963,0.07898535801743864,0.0,0.0,0.0,1341.130423953,21056.635329163197
5,x,9,"['z', 'z', 'z', 'x', 'x']",0.1,normal,151,0,155000000,120282744,0.0,0,0,0.7746937430463576,0.006556885849748678,0.08057236225308155,0.0,0.0,0.0,4850.336003147007,47055.63108040142
5,x,9,"['z', 'z', 'z', 'x', 'x']",0.5,m1,309,0,553000000,255115739,18.0,131,0,0.46219816375404527,0.006722781952246626,0.1181757222437543,6.142581556014957e-07,1.5408176038026522e-07,2.7085101743396452e-06,0.0,166721.6579698557
5,x,9,"['z', 'z', 'z', 'x', 'x']",0.5,normal,309,0,553000000,197875968,39.0,560,0,0.3503745656957929,0.005226135020739127,0.09186707006209435,2.8605854597933417e-06,5.930130049370345e-07,1.0424217333860392e-05,0.0,205700.94588143844
5,x,9,"['z', 'z', 'z', 'x', 'x']",0.8,m1,229,0,473000000,149297337,106.0,1343,0,0.31336326375545853,0.006576126344963717,0.0995148493162102,1.0096671557747723e-05,2.545829737793823e-06,3.852539465506225e-05,0.0,171970.15588378021
5,x,9,"['z', 'z', 'z', 'x', 'x']",0.8,normal,229,0,473000000,103980909,456.0,3940,0,0.21556852139737992,0.004552994473605444,0.0688993086827445,4.186978097576612e-05,7.769228436821411e-06,0.00011756976016520922,0.0,188214.99749303795
5,x,9,"['z', 'z', 'z', 'x', 'x']",1.0,m1,181,0,429000000,108133423,310.0,3861,0,0.25124441878453035,0.0063633262158578245,0.08560979859703938,3.253110879421629e-05,3.827944160787874e-06,5.1499721612431135e-05,3078.3615204290254,161154.86474310607
5,x,9,"['z', 'z', 'z', 'x', 'x']",1.0,normal,181,0,429000000,70165058,1195.0,9502,0,0.15969022983425415,0.004465643872726761,0.06007909379178412,0.00013315073960765695,1.8427413892636362e-05,0.0002479154986713527,5206.215532952978,163777.30666005358
5,x,10,"['x', 'x', 'x', 'z', 'x']",1.0,m1,1,0,1000000,14030,2.0,59,0,0.01403,0.0,,0.0022451888809693512,0.0,,363.9259898960008,-25.731897450983524
5,x,10,"['x', 'x', 'x', 'z', 'x']",1.0,normal,1,0,1000000,4550,2.0,21,0,0.00455,0.0,,0.0027472527472527475,0.0,,605.1307579260028,1.8569299549999412
5,x,11,"['z', 'x', 'x', 'z', 'x']",1.0,m1,1,0,1000000,42944,14.0,181,0,0.042944,0.0,,0.0024334016393442624,0.0,,953.4467016379932,-408.66372951099765
5,x,11,"['z', 'x', 'x', 'z', 'x']",1.0,normal,1,0,1000000,44252,9.0,142,0,0.044252,0.0,,0.0018078278947844166,0.0,,689.7179295969981,261.8665758230054
5,x,12,"['x', 'z', 'x', 'z', 'x']",1.0,m1,1,0,1000000,12325,64.0,1355,0,0.012325,0.0,,0.06016227180527384,0.0,,367.2806545729982,68.16199361198233
5,x,12,"['x', 'z', 'x', 'z', 'x']",1.0,normal,1,0,1000000,5987,68.0,1017,0,0.005987,0.0,,0.09629196592617338,0.0,,619.963795196003,112.95333092898365
5,x,13,"['z', 'z', 'x', 'z', 'x']",0.01,m1,1,0,5000000,4923653,0.0,0,0,0.9847306,0.0,,0.0,0.0,,2402.4274094650173,219.2477546459704
5,x,13,"['z', 'z', 'x', 'z', 'x']",0.01,normal,1,0,5000000,4829827,0.0,0,0,0.9659654,0.0,,0.0,0.0,,5660.543825792993,-2325.404747366003
5,x,13,"['z', 'z', 'x', 'z', 'x']",0.1,m1,1,0,5000000,4289191,2.0,42,0,0.8578382,0.0,,5.362316576715749e-06,0.0,,2867.441888406989,-458.1007784749672
5,x,13,"['z', 'z', 'x', 'z', 'x']",0.1,normal,1,0,5000000,3556420,2.0,67,0,0.711284,0.0,,9.98194813885874e-06,0.0,,5568.655555168982,-2540.395716102997
5,x,13,"['z', 'z', 'x', 'z', 'x']",1.0,m1,2,0,6000000,1352210,1506.0,16304,0,0.2189046,0.009695599999999999,0.01371164901534458,0.0063921288610175155,0.0010864297754141234,0.001536443722956609,3444.256874387996,598.1182854390063
5,x,13,"['z', 'z', 'x', 'z', 'x']",1.0,normal,2,0,6000000,481426,2837.0,18386,0,0.12312300000000001,0.064328,0.09097353004033647,0.02195809220743582,0.013694599347968545,0.019367088129162862,4848.911291209006,-2563.665010937999
5,x,14,"['x', 'x', 'z', 'z', 'x']",1.0,m1,1,0,1000000,16925,255.0,3526,0,0.016925,0.0,,0.11923190546528803,0.0,,337.65479285200126,344.18723262799904
5,x,14,"['x', 'x', 'z', 'z', 'x']",1.0,normal,1,0,1000000,12332,244.0,3237,0,0.012332,0.0,,0.1510298410638988,0.0,,682.0667257329915,3.4719817629957106
5,x,15,"['z', 'x', 'z', 'z', 'x']",1.0,m1,1,0,1000000,59313,1409.0,18572,0,0.059313,0.0,,0.1803146021951343,0.0,,980.4882018759964,16.721532991999993
5,x,15,"['z', 'x', 'z', 'z', 'x']",1.0,normal,1,0,1000000,61466,2152.0,19395,0,0.061466,0.0,,0.19278137506914392,0.0,,678.4125859490014,-311.0948094750056
5,x,16,"['x', 'z', 'z', 'z', 'x']",1.0,m1,1,0,1000000,4971,116.0,4362,0,0.004971,0.0,,0.4620800643733655,0.0,,591.8673177550081,-238.3518219210091
5,x,16,"['x', 'z', 'z', 'z', 'x']",1.0,normal,1,0,1000000,11353,352.0,10195,0,0.011353,0.0,,0.48000528494671013,0.0,,517.6964519570174,-174.95254773201304
5,x,17,"['z', 'z', 'z', 'z', 'x']",0.01,m1,1,0,5000000,5000000,0.0,0,0,1.0,0.0,,0.0,0.0,,69.04036664697924,9.231412723020185
5,x,17,"['z', 'z', 'z', 'z', 'x']",0.01,normal,1,0,5000000,5000000,0.0,0,0,1.0,0.0,,0.0,0.0,,4203.57775023501,-876.6185697769979
5,x,17,"['z', 'z', 'z', 'z', 'x']",0.1,m1,151,0,155000000,155000000,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,353.607825744024,12739.958690587635
5,x,17,"['z', 'z', 'z', 'z', 'x']",0.1,normal,151,0,155000000,155000000,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,2544.1037206619803,48420.20718144739
5,x,17,"['z', 'z', 'z', 'z', 'x']",0.5,m1,309,0,553000000,553000000,2.0,48,0,1.0,0.0,0.0,4.530744336569579e-08,9.586113913872587e-09,1.6850850486147625e-07,0.0,95832.8422990609
5,x,17,"['z', 'z', 'z', 'z', 'x']",0.5,normal,309,0,553000000,553000000,785.0,10879,0,1.0,0.0,0.0,1.0753721682847897e-05,2.1889355608736825e-07,3.847797573813014e-06,0.0,178467.21348554408
5,x,17,"['z', 'z', 'z', 'z', 'x']",0.8,m1,229,0,473000000,473000000,88.0,1520,0,1.0,0.0,0.0,2.006986899563319e-06,7.89386062085917e-08,1.194557873434988e-06,0.0,111552.8885607929
5,x,17,"['z', 'z', 'z', 'z', 'x']",0.8,normal,229,0,473000000,473000000,19407.0,158806,0,1.0,0.0,0.0,0.00020810829694323143,2.572168165905147e-06,3.892396739640436e-05,0.0,169416.33474530932
5,x,17,"['z', 'z', 'z', 'z', 'x']",1.0,m1,181,0,429000000,429000000,579.0,6688,0,1.0,0.0,0.0,9.970165745856353e-06,3.2960897713703034e-07,4.43443526094212e-06,3124.4248889809824,118378.75840592047
5,x,17,"['z', 'z', 'z', 'z', 'x']",1.0,normal,181,0,429000000,429000000,73508.0,468965,0,1.0,0.0,0.0,0.0006892602209944751,1.3389948028777282e-05,0.00018014332678902527,6093.259885952983,161031.90999180346
5,x,18,"['x', 'x', 'x', 'x', 'z']",1.0,m1,1,0,1000000,10023,22.0,211,0,0.010023,0.0,,0.012720742292726728,0.0,,609.3046522769728,-309.43719971497194
5,x,18,"['x', 'x', 'x', 'x', 'z']",1.0,normal,1,0,1000000,7929,14.0,114,0,0.007929,0.0,,0.008954470929499306,0.0,,581.2285590129904,-351.06750814800034
5,x,19,"['z', 'x', 'x', 'x', 'z']",1.0,m1,1,0,1000000,58682,56.0,607,0,0.058682,0.0,,0.00612623973279711,0.0,,707.4924879200116,138.35324497998226
5,x,19,"['z', 'x', 'x', 'x', 'z']",1.0,normal,1,0,1000000,73303,48.0,631,0,0.073303,0.0,,0.004958869350504072,0.0,,744.976008675003,234.30801301301108
5,x,20,"['x', 'z', 'x', 'x', 'z']",1.0,m1,1,0,1000000,11394,152.0,1855,0,0.011394,0.0,,0.09474284711251536,0.0,,693.0596533839998,0.5582758289820049
5,x,20,"['x', 'z', 'x', 'x', 'z']",1.0,normal,1,0,1000000,13431,137.0,1812,0,0.013431,0.0,,0.07765616856525948,0.0,,703.5716617820144,3.5880231389892288
5,x,21,"['z', 'z', 'x', 'x', 'z']",1.0,m1,1,0,1000000,222863,201.0,2020,0,0.222863,0.0,,0.00543383154673499,0.0,,1154.2843363190186,-392.52093295400846
5,x,21,"['z', 'z', 'x', 'x', 'z']",1.0,normal,1,0,1000000,28856,196.0,1077,0,0.028856,0.0,,0.025453978375381204,0.0,,561.54546691,-50.00676985899918
5,x,22,"['x', 'x', 'z', 'x', 'z']",1.0,m1,1,0,1000000,11901,114.0,1838,0,0.011901,0.0,,0.08679942861944374,0.0,,664.2994059770135,-89.3996179040114
5,x,22,"['x', 'x', 'z', 'x', 'z']",1.0,normal,1,0,1000000,2862,59.0,622,0,0.002862,0.0,,0.12928022361984626,0.0,,635.4168009459972,1.4175332059967332
5,x,23,"['z', 'x', 'z', 'x', 'z']",1.0,m1,1,0,1000000,30864,570.0,7385,0,0.030864,0.0,,0.13810588387765682,0.0,,883.8333117470029,-36.29284929801361
5,x,23,"['z', 'x', 'z', 'x', 'z']",1.0,normal,1,0,1000000,37381,1016.0,9151,0,0.037381,0.0,,0.14958133811294508,0.0,,516.8708941880031,-138.3105232620146
5,x,24,"['x', 'z', 'z', 'x', 'z']",1.0,m1,1,0,1000000,21279,469.0,15152,0,0.021279,0.0,,0.37807227783260494,0.0,,272.3984167900053,-1.872869187995093
5,x,24,"['x', 'z', 'z', 'x', 'z']",1.0,normal,1,0,1000000,6532,219.0,5558,0,0.006532,0.0,,0.45897121861604406,0.0,,660.65126434798,-8.071346153970808
5,x,25,"['z', 'z', 'z', 'x', 'z']",1.0,m1,1,0,1000000,241069,753.0,4974,0,0.241069,0.0,,0.013440135396919553,0.0,,572.2969361029973,143.40199068101356
5,x,25,"['z', 'z', 'z', 'x', 'z']",1.0,normal,1,0,1000000,289271,5258.0,19768,0,0.289271,0.0,,0.052345378555057366,0.0,,577.3875002549903,101.8211424559995
5,x,26,"['x', 'x', 'x', 'z', 'z']",1.0,m1,1,0,1000000,4971,88.0,808,0,0.004971,0.0,,0.09897404948702475,0.0,,326.12759447901044,12.365738430991769
5,x,26,"['x', 'x', 'x', 'z', 'z']",1.0,normal,1,0,1000000,10037,292.0,2111,0,0.010037,0.0,,0.13425326292716946,0.0,,652.3220304040005,-20.337063768005464
5,x,27,"['z', 'x', 'x', 'z', 'z']",1.0,m1,1,0,1000000,103527,3832.0,24676,0,0.103527,0.0,,0.15619113854356834,0.0,,856.390974814014,-328.76340402901405
5,x,27,"['z', 'x', 'x', 'z', 'z']",1.0,normal,1,0,1000000,19426,931.0,5442,0,0.019426,0.0,,0.18799546998867497,0.0,,925.9616276599992,-514.7833940989804
5,x,28,"['x', 'z', 'x', 'z', 'z']",1.0,m1,1,0,1000000,3566,172.0,2851,0,0.003566,0.0,,0.447980931015143,0.0,,590.975740889,-120.21151993700188
5,x,28,"['x', 'z', 'x', 'z', 'z']",1.0,normal,1,0,1000000,2091,110.0,1657,0,0.002091,0.0,,0.4488283118125299,0.0,,245.3163465899997,0.148619450017577
5,x,29,"['z', 'z', 'x', 'z', 'z']",1.0,m1,1,0,1000000,181012,7183.0,33486,0,0.181012,0.0,,0.13217908204980885,0.0,,430.11741684700246,79.9524087519967
5,x,29,"['z', 'z', 'x', 'z', 'z']",1.0,normal,1,0,1000000,73517,10118.0,23966,0,0.073517,0.0,,0.3006243453895017,0.0,,669.7970645960013,-341.44357462899643
5,x,30,"['x', 'x', 'z', 'z', 'z']",1.0,m1,1,0,1000000,6372,480.0,4145,0,0.006372,0.0,,0.4005806654111739,0.0,,393.8086132839962,-129.52375983897946
5,x,30,"['x', 'x', 'z', 'z', 'z']",1.0,normal,1,0,1000000,6618,604.0,4415,0,0.006618,0.0,,0.4248262314898761,0.0,,594.6171201369725,-411.7397958879883
5,x,31,"['z', 'x', 'z', 'z', 'z']",1.0,m1,1,0,1000000,61573,8817.0,29042,0,0.061573,0.0,,0.37902976954184464,0.0,,493.43562185100745,-91.74232890398709
5,x,31,"['z', 'x', 'z', 'z', 'z']",1.0,normal,1,0,1000000,41384,7797.0,20252,0,0.041384,0.0,,0.4330900831239126,0.0,,552.6848139379872,-303.9946721129818
5,z,2,"['z', 'x', 'x', 'x', 'x']",1.0,m1,1,0,1000000,33066,5638.0,16070,0,0.033066,0.0,,0.4135063206919494,0.0,,964.38545183299,0.9033029840211384
5,z,2,"['z', 'x', 'x', 'x', 'x']",1.0,normal,1,0,1000000,28483,5173.0,14222,0,0.028483,0.0,,0.4312747954920479,0.0,,924.4686169039924,8.617104548990028
5,z,3,"['x', 'z', 'x', 'x', 'x']",1.0,m1,1,0,1000000,11466,1197.0,7886,0,0.011466,0.0,,0.44828187685330545,0.0,,612.7309248379897,-184.28881979497964
5,z,3,"['x', 'z', 'x', 'x', 'x']",1.0,normal,1,0,1000000,5172,467.0,3488,0,0.005172,0.0,,0.4274941995359629,0.0,,394.1530203139992,-155.02722908498254
5,z,4,"['z', 'z', 'x', 'x', 'x']",1.0,m1,1,0,1000000,258145,16636.0,60635,0,0.258145,0.0,,0.18188808615313098,0.0,,1168.465495143988,77.77094712902908
5,z,4,"['z', 'z', 'x', 'x', 'x']",1.0,normal,1,0,1000000,76394,3642.0,15845,0,0.076394,0.0,,0.15137968950441133,0.0,,542.7561721230159,213.73873142097727
5,z,5,"['x', 'x', 'z', 'x', 'x']",1.0,m1,1,0,1000000,1188,60.0,953,0,0.001188,0.0,,0.4515993265993266,0.0,,657.7680329699942,-0.9700566449901088
5,z,5,"['x', 'x', 'z', 'x', 'x']",1.0,normal,1,0,1000000,3182,124.0,2653,0,0.003182,0.0,,0.4558453802639849,0.0,,649.2938425210014,0.2001205490087159
5,z,6,"['z', 'x', 'z', 'x', 'x']",1.0,m1,1,0,1000000,73040,3293.0,19748,0,0.07304,0.0,,0.1802710843373494,0.0,,406.7150560270238,34.92985277497792
