n,lstate,i,p_error,sim_type,comp_type,N_samples,shots,prep_rate,prep_rate_SEM,prep_rate_SD,LER,LER_SEM,LER_SD,count_accept,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal
4,z,6,1.0,m1,na,17,32000000,0.5893176875,0.016209209225372907,0.03409810293058608,0.033149932174709344,0.004607941608807087,0.00969338263764806,18858166,-221861.0,1174234,0,0,0,15276.951125839998
4,z,7,1.0,m1,init,17,32000000,0.37675025,0.025473877113147865,0.053587492873220885,0.030655561201324705,0.005976663450035069,0.01257266055778727,12056008,-122370.0,672304,0,0,0,12574.603662093983
4,z,7,1.0,m1,na,17,32000000,0.3886145625,0.01944107704639055,0.04089674190716289,0.031689899959074945,0.006702031319890264,0.014098562774543523,12435666,-133587.0,730802,0,0,0,10225.844394738011
4,z,8,1.0,m1,init,17,32000000,1.0,0.0,0.0,0.0006880091911764705,9.836476238908174e-05,0.0002069226046780446,32000000,-8331.0,42114,0,0,0,341.6556258900109
4,z,8,1.0,m1,na,17,32000000,1.0,0.0,0.0,0.0006880091911764705,9.836476238908172e-05,0.00020692260467804457,32000000,-8331.0,42114,0,0,0,355.87584713000797
4,z,9,1.0,m1,init,17,32000000,0.3723280625,0.024141939393407204,0.05078559496238667,0.21193311953840968,0.026410004938426365,0.05555675506847752,11914498,-1042238.0,4936096,0,0,0,12047.574543464007
4,z,9,1.0,m1,na,17,32000000,0.374674875,0.026904962514449193,0.05659796035732538,0.21663141534852887,0.026937698220301946,0.05666682401699888,11989596,-1117384.0,5167288,0,0,0,12658.845518707994
4,z,10,1.0,m1,init,17,32000000,0.560293625,0.03023929995779195,0.0636121570258734,0.03182819714527664,0.004862093416483292,0.010228022815194311,17929396,-209231.0,1085620,0,0,0,10232.547181391998
4,z,10,1.0,m1,na,17,32000000,0.5747844375,0.021249602090690604,0.04470120098074655,0.03162769704925592,0.005384518056502713,0.01132700851530929,18393102,-206055.0,1088724,0,0,0,9523.687669202003
4,z,11,1.0,m1,init,17,32000000,0.32096800000000003,0.027741053700019273,0.05835678294444443,0.016557309116458953,0.002264407337849652,0.00476346460886623,10270976,-68070.0,330966,0,0,0,9316.38961657199
4,z,11,1.0,m1,na,17,32000000,0.33882168749999997,0.027289122211914773,0.05740608842352738,0.022071155393319677,0.0044537239517141,0.009368966469520675,10842294,-93917.0,455188,0,0,0,9432.623716971999
4,z,12,1.0,m1,init,17,32000000,0.6555377499999999,0.060504144640772625,0.12727805058242564,0.001052165606789798,0.0009071340651153829,0.0019082701872789045,20977208,-5571.0,29292,0,0,0,1635.6191814880076
4,z,12,1.0,m1,na,17,32000000,0.6560059375,0.053960917911342256,0.11351355316517757,0.0011601998987896705,0.0011402463904082638,0.00239865117698089,20992190,-6079.0,32236,0,0,0,1647.2399165399875
4,z,13,1.0,m1,init,17,32000000,0.35312618749999997,0.029930342893041473,0.06296222712192084,0.00973531407818927,0.0019298645734198417,0.004059711979258967,11300038,-48853.0,217700,0,0,0,6202.782479148005
4,z,13,1.0,m1,na,17,32000000,0.347704375,0.024085248848499358,0.050666339296759684,0.012344809298582296,0.0039018943117270343,0.008208123666962901,11126540,-62439.0,278502,0,0,0,5910.871362512
4,z,14,1.0,m1,init,17,32000000,0.5754985,0.01784245660138332,0.0375338434632666,7.642201368151974e-05,2.020626316530911e-05,4.250640680081475e-05,18415952,-626.0,2792,0,0,0,2127.678185669991
4,z,14,1.0,m1,na,17,32000000,0.5695716875,0.020243724871878553,0.0425852121952544,6.503606766216021e-05,2.2871774683659196e-05,4.811364431941573e-05,18226294,-579.0,2500,0,0,0,2097.580641183995
4,z,15,1.0,m1,init,17,32000000,0.33450274999999996,0.023065644905432912,0.04852147462657642,6.0751928454925967e-05,1.796077362828098e-05,3.7782738156740124e-05,10704088,-247.0,1206,0,0,0,2615.960211927988
4,z,15,1.0,m1,na,17,32000000,0.36182287500000004,0.014346081135713713,0.0301787795082799,5.3823069799419983e-05,1.707388190265013e-05,3.5917050267320575e-05,11578332,-272.0,1250,0,0,0,1825.8903837099988
