n,lstate,i,p_error,sim_type,comp_type,shots,prep_rate,prep_rate_SEM,prep_rate_SD,LER,N_samples,LER_SEM,LER_SD,eff,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_accept,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal
4,x,10,1.0,m1,init,13000000,0.5170793076923077,0.016904173412443994,0.031096359187705046,0.012103755942737866,13,0.0020670152813434366,0.003802413053087441,0.5108438846153847,0.016968329996443893,0.031214379521006197,0,2,56,40,48,1.0,0.0,6722031,7312.0,147497,0,0,0,3068.768578716903
4,x,10,1.0,m1,na,13000000,0.5210134615384615,0.01888126748768983,0.03473335615949838,0.012258133270049322,13,0.0020894891414493665,0.003843755223990265,0.5146743076923077,0.019041070885415956,0.035027325212812106,0,2,56,40,48,1.0,0.0,6773175,7401.0,150016,0,0,0,3063.9364754777635
4,x,11,0.1,m1,init,13000000,0.9390725384615385,0.04380863195629329,0.08058891266650292,0.0003958107273447758,13,0.00010845669590021855,0.000199513356242675,0.9387141538461539,0.043858960182199494,0.08068149480890495,1,1,40,24,32,1.0,0.0,12207943,91.0,9136,0,0,0,2538.7573609339306
4,x,11,0.1,m1,na,13000000,0.9663476923076922,0.0022791823029906654,0.004192708499777013,0.00028545373233702324,13,4.594123988481925e-05,8.451198778729955e-05,0.9660719615384615,0.0022945952606473934,0.004221061667704507,1,1,40,24,32,1.0,0.0,12562520,58.0,7053,0,0,0,2514.263979652198
4,x,11,0.3,m1,init,13000000,0.8967613846153846,0.006391777764584172,0.011758103301825933,0.001546828441105452,13,0.00021643991032833611,0.00039815571160492025,0.8953759615384616,0.006459990743064782,0.011883585644460607,1,1,40,24,32,1.0,0.0,11657898,693.0,34635,0,0,0,2877.3131188062252
4,x,11,0.3,m1,na,13000000,0.9022062307692308,0.006061502455009814,0.011150539748922826,0.0014811762427848587,13,0.00018810259167078091,0.0003460273159778909,0.9008705384615384,0.006083865683154693,0.01119167840492347,1,1,40,24,32,1.0,0.0,11728681,670.0,33388,0,0,0,2720.0676693497226
4,x,11,0.5,m1,init,13000000,0.8421517692307692,0.01063683931846287,0.019567178352851686,0.0031066394849525677,13,0.000470846914823537,0.0008661544358623919,0.8395410769230769,0.010746861641661169,0.019769571785370636,1,1,40,24,32,1.0,0.0,10947973,1741.0,64396,0,0,0,2949.2166520660976
4,x,11,0.5,m1,na,13000000,0.8442067692307693,0.012058054655209,0.022181599153930257,0.003074535169545913,13,0.000344013549631064,0.0006328359656373353,0.8416146153846153,0.012095288945848576,0.022250094125413174,1,1,40,24,32,1.0,0.0,10974688,1727.0,63942,0,0,0,2870.128817382618
4,x,11,0.8,m1,init,13000000,0.7659858461538461,0.014470357917435178,0.02661919257430043,0.006346487093493784,13,0.000683071365539215,0.0012565555271698192,0.7611311923076923,0.014504418154699755,0.026681848662010583,1,1,40,24,32,1.0,0.0,9957816,4399.0,117423,0,0,0,2972.115272540017
4,x,11,0.8,m1,na,13000000,0.7648331538461538,0.011078777695418615,0.020380153597091114,0.006258314569776755,13,0.0007070813951161688,0.0013007235847030405,0.7600376538461538,0.010831919032935665,0.019926040553532576,1,1,40,24,32,1.0,0.0,9942831,4311.0,116061,0,0,0,3003.5054607157363
4,x,11,1.0,m1,init,13000000,0.7047233846153845,0.021493080980862295,0.039537962012346356,0.010433851349657729,13,0.0018706840515836163,0.003441248606212985,0.6974471923076924,0.022055243502998277,0.04057209762393077,1,1,40,24,32,1.0,0.0,9161404,7938.0,173305,0,0,0,3399.7196285221726
4,x,11,1.0,m1,na,13000000,0.6936864615384616,0.02162549304672187,0.03978154287609472,0.011473964802348096,13,0.0015911321776795255,0.0029269942105429633,0.6857531153846155,0.021679408390574566,0.03988072376221471,1,1,40,24,32,1.0,0.0,9017924,9207.0,187853,0,0,0,3084.6715227600653
4,x,12,0.1,m1,init,13000000,0.9350906923076923,0.002773596689020006,0.005102216877407541,0.014233980039214496,13,0.0013993767268289852,0.0025742472154453417,0.9217821153846154,0.00317492706834014,0.00584049099018313,0,2,56,24,48,1.0,0.0,12156179,9054.0,327915,0,0,0,3696.1373741216958
4,x,12,0.1,m1,na,13000000,0.9348376153846154,0.003204267979567085,0.00589446556155945,0.014823747727656534,13,0.0011599120142880175,0.0021337358380317177,0.9209793076923076,0.0032920158104060284,0.006055883573498507,0,2,56,24,48,1.0,0.0,12152889,8567.0,343182,0,0,0,3889.8895571010653
4,x,12,0.3,m1,init,13000000,0.8177499230769231,0.008912878515290762,0.016395836989215408,0.04317497287626127,13,0.00317131500123152,0.005833846350810403,0.7824531538461539,0.009160843932705479,0.01685198598259836,0,2,56,24,48,1.0,0.0,10630749,23996.0,869724,0,0,0,3378.4653435699875
4,x,12,0.3,m1,na,13000000,0.8101357692307692,0.01024100958034337,0.018839023037982638,0.042118004638621795,13,0.00278026761219355,0.005114488487385548,0.7760176538461538,0.010104427562542522,0.018587771268346265,0,2,56,24,48,1.0,0.0,10531765,27134.0,832803,0,0,0,3473.4153419499053
4,x,12,0.5,m1,init,13000000,0.7154546153846154,0.011363009052737382,0.020903016215921492,0.0796602589857868,13,0.008816860948526902,0.016219206244158065,0.6584480384615384,0.012039624866113754,0.022147696322512452,0,2,56,24,48,1.0,0.0,9300910,42714.0,1396743,0,0,0,3220.0529123640154
4,x,12,0.5,m1,na,13000000,0.7027596923076923,0.014731467164559052,0.027099520522771307,0.06873956858865157,13,0.004806520213612566,0.00884191586057869,0.6544579615384615,0.014240469102934842,0.026196296702700128,0,2,56,24,48,1.0,0.0,9135876,36137.0,1183571,0,0,0,3191.4400129790884
4,x,12,0.8,m1,init,13000000,0.5674591538461539,0.01718365694286297,0.03161048786095674,0.11258008108619312,13,0.006281225233930164,0.011554734517180356,0.5036330384615385,0.016148350069147603,0.029705971524721497,0,2,56,24,48,1.0,0.0,7376969,53348.0,1552783,0,0,0,3096.887164294021
4,x,12,0.8,m1,na,13000000,0.5678653846153846,0.013809587059935792,0.025403660325297193,0.10510477234556224,13,0.005773218042052335,0.010620221262782403,0.5083142692307692,0.014394973000495435,0.02648051697051327,0,2,56,24,48,1.0,0.0,7382250,57322.0,1433685,0,0,0,2970.264211057336
4,x,12,1.0,m1,init,13000000,0.5081178461538461,0.02132069520114662,0.03922084682462916,0.13011233297764296,13,0.007829743313696243,0.014403337240435271,0.4419916153846154,0.01890496937707763,0.03477695737251526,0,2,56,24,48,1.0,0.0,6605532,62538.0,1594206,0,0,0,2882.752908024122
4,x,12,1.0,m1,na,13000000,0.5053621538461539,0.028378354088867106,0.05220388305136914,0.13409698856764302,13,0.00682067507324358,0.012547088627478994,0.4376052307692308,0.024840102967492263,0.04569503313117273,0,2,56,24,48,1.0,0.0,6569708,65003.0,1631674,0,0,0,2843.563002552837
4,x,13,0.1,m1,init,13000000,0.9828044615384616,0.003598360054239925,0.006619424328134404,7.98692138099194e-05,13,2.7005113815241316e-05,4.967771559213955e-05,0.982726,0.003601180777305657,0.00662461323713817,2,0,24,8,16,1.0,0.0,12776458,4.0,2032,0,0,0,358.8033586590318
4,x,13,0.1,m1,na,13000000,0.9793292307692307,0.0036038470140823727,0.006629517958266219,7.160864156605062e-05,13,2.953816031361585e-05,5.4337424282457866e-05,0.9792591923076923,0.0036115246697459662,0.0066436415200878726,2,0,24,8,16,1.0,0.0,12731280,8.0,1805,0,0,0,460.8200628820341
4,x,13,0.3,m1,init,13000000,0.9419209230769231,0.012545538265121333,0.023078357904689033,0.0007714821455922877,13,0.0002125686568404262,0.0003910342815278907,0.941192923076923,0.012505421911967062,0.023004561186177632,2,0,24,8,16,1.0,0.0,12244972,174.0,18580,0,0,0,653.1032869569026
4,x,13,0.3,m1,na,13000000,0.9464204615384616,0.00936183392621781,0.017221720537426873,0.0006767765150205382,13,0.0001910140672810545,0.0003513831703656991,0.9457784615384616,0.009309902733805202,0.017126189630773992,2,0,24,8,16,1.0,0.0,12303466,172.0,16348,0,0,0,683.6362546388991
4,x,13,0.5,m1,init,13000000,0.9139543846153846,0.015532503893990768,0.0285730812378203,0.0017467504834967837,13,0.0005059068861208637,0.0009306496012852527,0.9123667307692307,0.015679348205813157,0.028843211184649817,2,0,24,8,16,1.0,0.0,11881407,622.0,40035,0,0,0,743.3321291288594
4,x,13,0.5,m1,na,13000000,0.9198907692307692,0.015210910638730127,0.027981488905327638,0.0019327766314989068,13,0.0004911940134028448,0.0009035842864922975,0.9181104999999999,0.015149411005267087,0.027868356210494355,2,0,24,8,16,1.0,0.0,11958580,744.0,44799,0,0,0,729.1593361347914
4,x,13,0.8,m1,init,13000000,0.8485426923076923,0.02782206714537054,0.051180555960222196,0.003955386733183537,13,0.0006276628801163424,0.0011546279071249384,0.8452016923076923,0.027866717673534065,0.051262693597349814,2,0,24,8,16,1.0,0.0,11031055,1984.0,82898,0,0,0,978.1932664248161
4,x,13,0.8,m1,na,13000000,0.8474863846153846,0.022782405833162805,0.04190976143362162,0.005243298782473833,13,0.001467448118576423,0.002699469099801252,0.8430028076923077,0.022244564507053418,0.04092036629109563,2,0,24,8,16,1.0,0.0,11017323,3215.0,110143,0,0,0,889.5092073160922
4,x,13,1.0,m1,init,13000000,0.8434293076923077,0.020173935566810824,0.03711130567043015,0.007352304481909942,13,0.0020095247615987246,0.0036966553914585458,0.8372917692307692,0.020884217852641183,0.0384179175079889,2,0,24,8,16,1.0,0.0,10964581,4927.0,149722,0,0,0,1008.278828540002
4,x,13,1.0,m1,na,13000000,0.8327318461538462,0.03274434477293963,0.060235415336890356,0.007841271333516696,13,0.0016674220973190827,0.0030673346274110503,0.8262514999999999,0.032917238649957194,0.060553465203625347,2,0,24,8,16,1.0,0.0,10825514,5258.0,157973,0,0,0,1066.1490050662542
4,x,14,0.1,m1,init,13000000,0.9342326153846153,0.00425091873458166,0.007819849727226873,0.015001111865209369,13,0.0011381162711661744,0.002093641108739551,0.9202214230769231,0.004538245890733238,0.008348407275358386,0,2,56,24,48,1.0,0.0,12145024,9025.0,346241,0,0,0,3792.9112284481525
4,x,14,0.1,m1,na,13000000,0.9342823076923078,0.0037400467272810027,0.006880066452981091,0.014555852739848716,13,0.0012217430190367893,0.002247478112539449,0.9206886538461538,0.004263636960190197,0.007843245755065903,0,2,56,24,48,1.0,0.0,12145670,9073.0,335289,0,0,0,3576.4822384929284
4,x,14,0.3,m1,init,13000000,0.8189245384615386,0.0108025457676895,0.019872006464770917,0.043510667682329335,13,0.0026575375149016202,0.0048887182532892535,0.7833365384615385,0.011556727798601119,0.021259374823692043,0,2,56,24,48,1.0,0.0,10646019,27641.0,870006,0,0,0,3504.6863645759877
4,x,14,0.3,m1,na,13000000,0.8118339230769231,0.00853598309483722,0.015702512619861934,0.04409449421209894,13,0.0029837791526176145,0.005488861596644541,0.7760496923076924,0.008891667136051183,0.016356817236423765,0,2,56,24,48,1.0,0.0,10553841,33477.0,863436,0,0,0,3296.207046788768
4,x,14,0.5,m1,init,13000000,0.7087126923076923,0.02008142989708342,0.03694113529518868,0.07326512352817603,13,0.005700680745240258,0.010486784046945927,0.6568110769230769,0.019375697619573657,0.03564289350268285,0,2,56,24,48,1.0,0.0,9213265,53768.0,1241906,0,0,0,3213.588757399819
4,x,14,0.5,m1,na,13000000,0.7152668461538462,0.014407926009449686,0.026504344898041887,0.06745013688894662,13,0.004491779232806308,0.008262928745891553,0.667033076923077,0.01398634421121462,0.025728816943787376,0,2,56,24,48,1.0,0.0,9298469,45961.0,1162156,0,0,0,3267.08662414609
4,x,14,0.8,m1,init,13000000,0.5911103076923078,0.012883856472516253,0.023700716906824463,0.10482368446842596,13,0.007052751765267645,0.012974009246322275,0.5292916923076922,0.013974847081180674,0.02570766720304346,0,2,56,24,48,1.0,0.0,7684434,72621.0,1462042,0,0,0,3362.857157034916
4,x,14,0.8,m1,na,13000000,0.5918878461538462,0.019478506761401438,0.035832017804951474,0.10264709508028005,13,0.007170685247897397,0.013190955786483301,0.5309044615384615,0.01565020637574473,0.028789602836398507,0,2,56,24,48,1.0,0.0,7694542,70521.0,1444526,0,0,0,3096.4819479630096
4,x,14,1.0,m1,init,13000000,0.4989263846153846,0.024118230375167634,0.044367100148530604,0.13564106318990493,13,0.008368939483831994,0.015395224709291524,0.4316054615384616,0.023142999406097105,0.04257309746261008,0,2,56,24,48,1.0,0.0,6486043,89644.0,1571056,0,0,0,2614.1375548820943
4,x,14,1.0,m1,na,13000000,0.5242362307692308,0.01646869418316873,0.030295265978239994,0.130307104591617,13,0.010875186475870267,0.02000563391274631,0.45576373076923077,0.01376611700282954,0.02532369424374416,0,2,56,24,48,1.0,0.0,6815071,89929.0,1600427,0,0,0,3106.8069647550583
4,x,15,0.1,m1,init,13000000,0.9674786923076923,0.0021421348168708886,0.003940600469992169,0.013304964682950478,13,0.0012844324888903694,0.0023627995911051315,0.9546102692307692,0.0028905360079701475,0.005317334586893548,1,1,40,8,32,1.0,0.0,12577223,2611.0,329357,0,0,0,2742.6862588487566
4,x,15,0.1,m1,na,13000000,0.9675383076923076,0.0024259623644974702,0.004462720253847699,0.012479657679408953,13,0.0005778641794465952,0.001063019861861542,0.9554657307692308,0.0026931972584134795,0.004954316739871857,1,1,40,8,32,1.0,0.0,12577998,2377.0,309133,0,0,0,2546.722923920024
4,x,15,0.3,m1,init,13000000,0.9036674615384614,0.005709450263652256,0.010502916163423266,0.03555065115772627,13,0.0024196882603836054,0.004451178619107832,0.8715335,0.005550467708462235,0.0102104571049325,1,1,40,8,32,1.0,0.0,11747677,16177.0,803129,0,0,0,3037.7726848772727
4,x,15,0.3,m1,na,13000000,0.8957917692307693,0.008300758816906999,0.015269801805927543,0.03934287430119324,13,0.0030252458011615735,0.005565142273964382,0.8605745384615384,0.009217924418030559,0.016956989358449352,1,1,40,8,32,1.0,0.0,11645293,19227.0,877194,0,0,0,3041.5224399879808
4,x,15,0.5,m1,init,13000000,0.8409584615384615,0.011939339569162327,0.021963214801934132,0.05804400103882437,13,0.00620226883046305,0.01140948892471765,0.7922127307692308,0.013700941045864114,0.025203798705598104,1,1,40,8,32,1.0,0.0,10932460,36731.0,1193927,0,0,0,2900.7069579258095
4,x,15,0.5,m1,na,13000000,0.8484111538461538,0.007784470403248286,0.014320054689409965,0.05565165874183441,13,0.0040147486475917244,0.007385399034179422,0.8012086538461538,0.00846339738129616,0.01556898633820967,1,1,40,8,32,1.0,0.0,11029345,35716.0,1155833,0,0,0,2886.0778060299344
4,x,15,0.8,m1,init,13000000,0.7797006153846154,0.013774403493589191,0.02533893779850313,0.09088319502845053,13,0.005702949558565223,0.01049095768101614,0.7088512307692307,0.013564289500243949,0.02495241903488131,1,1,40,8,32,1.0,0.0,10136108,83919.0,1674246,0,0,0,3325.539092689869
4,x,15,0.8,m1,na,13000000,0.7581590769230769,0.01963499366663204,0.03611988594819005,0.09731782738643736,13,0.008202110194038058,0.015088331056943934,0.6845716538461539,0.020901902028273422,0.03845044873350233,1,1,40,8,32,1.0,0.0,9856068,94525.0,1724223,0,0,0,2917.616449488094
4,x,15,1.0,m1,init,13000000,0.6927623076923077,0.028559282816304234,0.05253671356360333,0.11111251853156068,13,0.01073108174086725,0.01974054360096543,0.6158905769230769,0.027399390877835928,0.050403014656386594,1,1,40,8,32,1.0,0.0,9005910,113027.0,1772611,0,0,0,2974.434284087969
4,x,15,1.0,m1,na,13000000,0.7026675384615384,0.020135383762822458,0.037040387044898676,0.12763027683506853,13,0.007940543620503438,0.01460716182591001,0.6132407692307692,0.02096494158825909,0.038566414226314086,1,1,40,8,32,1.0,0.0,9134678,148890.0,2027316,0,0,0,3209.047132165986
4,z,2,0.1,m1,init,13000000,0.9667187692307693,0.0029421016349067074,0.005412193011368656,0.011270451349124645,13,0.0005200477102575928,0.0009566625943986687,0.9558259615384616,0.0032034328271876304,0.005892929242821211,1,1,40,40,32,1.0,0.0,12567344,1875.0,279463,0,0,0,2495.3196204651613
4,z,2,0.1,m1,na,13000000,0.9652685384615385,0.003255301881916797,0.005988345843043587,0.011731560077676015,13,0.0013149267250808934,0.002418895780998521,0.9539473461538461,0.0037081033664716385,0.006821304501292922,1,1,40,40,32,1.0,0.0,12548491,2215.0,289921,0,0,0,2232.0090370902326
4,z,2,0.3,m1,init,13000000,0.8988326923076924,0.010662676001086826,0.019614706661009118,0.03511366708303974,13,0.0029607155207976537,0.005446434501172454,0.8673296538461539,0.012028703146648948,0.022127605088049906,1,1,40,40,32,1.0,0.0,11684825,15391.0,788297,0,0,0,2943.001811519731
4,z,2,0.3,m1,na,13000000,0.8885443076923077,0.01028151009103978,0.018913526440022633,0.035947039471325055,13,0.0023474494746516133,0.00431829053439663,0.8566527692307692,0.011380687636261324,0.02093553715437718,1,1,40,40,32,1.0,0.0,11551076,16792.0,795596,0,0,0,2653.34777608281
4,z,2,0.5,m1,init,13000000,0.8436626923076923,0.008689587882246866,0.015985078914332457,0.05913434035261751,13,0.006669870798699053,0.012269674063994583,0.7937669230769231,0.009821157929108738,0.01806667780501596,1,1,40,40,32,1.0,0.0,10967615,40039.0,1217212,0,0,0,2557.4150030969176
4,z,2,0.5,m1,na,13000000,0.8384166153846154,0.010733781413398657,0.01974550982940367,0.06282028331920608,13,0.00563263874816384,0.010361616236056132,0.7858381538461539,0.01299997492380233,0.023914324575262946,1,1,40,40,32,1.0,0.0,10899416,43765.0,1279510,0,0,0,2939.8787870970555
4,z,2,0.8,m1,init,13000000,0.7474182307692308,0.018579686955695975,0.034178578571852684,0.09594428990501255,13,0.010673152905855843,0.019633979629046283,0.6759614230769231,0.021353042302130806,0.03928035148341033,1,1,40,40,32,1.0,0.0,9716437,93787.0,1670303,0,0,0,2998.029341988964
4,z,2,0.8,m1,na,13000000,0.7712592307692308,0.011908864689763017,0.021907154220154646,0.09029521825943342,13,0.007841498191572411,0.014424961125598202,0.7017226538461538,0.014061780190918204,0.025867586480948668,1,1,40,40,32,1.0,0.0,10026370,81712.0,1644527,0,0,0,2974.6291750881355
4,z,2,1.0,m1,init,13000000,0.6721380769230769,0.07828864120113994,0.14401719904954732,0.13057084856047524,13,0.028016939748342056,0.05153903716542471,0.5909809615384615,0.07461434169141297,0.13725807900682652,1,1,40,40,32,1.0,0.0,8737795,127079.0,1855927,0,0,0,3062.3838550632354
4,z,2,1.0,m1,na,13000000,0.6823251538461539,0.0285323371411858,0.05248714518947501,0.11142109087684085,13,0.005467653572894424,0.010058114955890167,0.6063975,0.02636526587749906,0.048500672455389755,1,1,40,40,32,1.0,0.0,8870227,110479.0,1753161,0,0,0,3059.5694471825846
4,z,3,0.1,m1,init,13000000,0.9358018461538461,0.003900542583202584,0.0071753093295243275,0.014891683166194632,13,0.0014941719476485433,0.0027486293732687335,0.9218691923076924,0.004299401117641702,0.007909036318083847,0,2,56,40,48,1.0,0.0,12165424,9922.0,342405,0,0,0,2968.5683674110333
4,z,3,0.1,m1,na,13000000,0.9335505384615386,0.004323097523829915,0.007952627444387838,0.014368635581118535,13,0.0008907249730061022,0.0016385482461784588,0.9201375384615385,0.004395690179251717,0.008086166496094673,0,2,56,40,48,1.0,0.0,12136157,10765.0,327208,0,0,0,2993.5142553349724
4,z,3,0.3,m1,init,13000000,0.8140598461538461,0.008885016942847062,0.016344583760612947,0.04587813984624627,13,0.004133342998599862,0.0076035612859856536,0.776717423076923,0.00926699936673987,0.01704726601350659,0,2,56,40,48,1.0,0.0,10582778,31287.0,908329,0,0,0,3066.4385128020076
4,z,3,0.3,m1,na,13000000,0.8155235384615385,0.009507283955803438,0.017489285608696635,0.04346828595496947,13,0.0035170031457966906,0.006469762845988837,0.7800962692307691,0.010095467858385518,0.018571289292452862,0,2,56,40,48,1.0,0.0,10601806,32152.0,856805,0,0,0,3600.057484299876
4,z,3,0.5,m1,init,13000000,0.7129796153846153,0.01165567338067173,0.021441391849016642,0.07558577339176288,13,0.009279340924660016,0.01706996913590465,0.6592372692307692,0.014874081864386435,0.027361869815048113,0,2,56,40,48,1.0,0.0,9268735,53352.0,1290597,0,0,0,3289.148640504922
4,z,3,0.5,m1,na,13000000,0.7139084615384615,0.009727006933745822,0.01789348074306853,0.06988023043459037,13,0.005028567478662673,0.009250386676759662,0.6640088076923077,0.009488937067266733,0.01745553527840872,0,2,56,40,48,1.0,0.0,9280810,47948.0,1201495,0,0,0,3116.7668740529334
4,z,3,0.8,m1,init,13000000,0.5395473076923077,0.08431138551502719,0.1550964406019604,0.11979891700406238,13,0.030147901404534796,0.055459083858001544,0.48255780769230766,0.07708540555181848,0.14180376648317244,0,2,56,40,48,1.0,0.0,7014115,62282.0,1357163,0,0,0,2591.1818155029323
4,z,3,0.8,m1,na,13000000,0.5749964615384615,0.01986414557546725,0.03654142623246342,0.10276918486920793,13,0.006577300942477375,0.012099385613397856,0.5160296923076924,0.019251164547871895,0.03541380657640135,0,2,56,40,48,1.0,0.0,7474954,71912.0,1389312,0,0,0,3301.9794660481857
4,z,3,1.0,m1,init,13000000,0.5057379230769231,0.02694159791412116,0.04956087383790688,0.1320225317726041,13,0.01159126983645129,0.02132291721584909,0.4388518076923077,0.023371302897820457,0.04299307702678152,0,2,56,40,48,1.0,0.0,6574593,82931.0,1573177,0,0,0,2965.379710235866
4,z,3,1.0,m1,na,13000000,0.5107925384615385,0.020984528166642345,0.038602445049105774,0.12955267157227746,13,0.009502419735517114,0.01748033754968771,0.4445708846153846,0.01855022603435656,0.03412438323383653,0,2,56,40,48,1.0,0.0,6640303,87343.0,1547077,0,0,0,2691.9632369581377
4,z,4,0.1,m1,init,13000000,0.9822696923076923,0.0032074568208360077,0.005900331648653541,8.133201574955532e-05,13,2.4287321054892022e-05,4.4678153779117005e-05,0.9821897307692308,0.0032002925044203054,0.005887152408760447,2,0,24,24,16,1.0,0.0,12769506,5.0,2069,0,0,0,410.18382687307894
4,z,4,0.1,m1,na,13000000,0.986265076923077,0.0021959835736630696,0.004039658864754515,8.172930101520797e-05,13,2.589091563334132e-05,4.762807341057364e-05,0.9861844615384616,0.0021947633020081778,0.0040374140933148684,2,0,24,24,16,1.0,0.0,12821446,13.0,2070,0,0,0,364.68606460117735
4,z,4,0.3,m1,init,13000000,0.9426934615384616,0.011366292071397688,0.020909055548634776,0.0005740386675332596,13,0.00018895719366587748,0.000347599413586786,0.9421498076923077,0.011294730660689187,0.02077741354064802,2,0,24,24,16,1.0,0.0,12255015,135.0,13865,0,0,0,568.20167799911
4,z,4,0.3,m1,na,13000000,0.9493332307692307,0.009518967674011676,0.01751077859088433,0.0007728494562501459,13,0.00022155403108374406,0.0004075634792643784,0.9485983846153846,0.009477073169020658,0.01743371084297346,2,0,24,24,16,1.0,0.0,12341332,185.0,18736,0,0,0,617.8167691437993
4,z,4,0.5,m1,init,13000000,0.904232923076923,0.018814485258543807,0.03461050577609237,0.0017805946069586068,13,0.0005264594764162224,0.0009684574676901097,0.9026188461538461,0.018731870727010637,0.0344585308120407,2,0,24,24,16,1.0,0.0,11755028,641.0,40684,0,0,0,692.5345643634209
4,z,4,0.5,m1,na,13000000,0.8965360769230769,0.0177210540255191,0.03259906578789625,0.0016886833939970232,13,0.00045090065386620414,0.0008294619528851219,0.8950214999999999,0.01768662327559488,0.032535728117332754,2,0,24,24,16,1.0,0.0,11654969,629.0,38121,0,0,0,704.3365639912663
4,z,4,0.8,m1,init,13000000,0.879038,0.015932850717118707,0.02930954603310443,0.004490171765251612,13,0.000813848597792689,0.0014971290050030657,0.8750943461538461,0.015953278534703397,0.02934712437175108,2,0,24,24,16,1.0,0.0,11427494,2461.0,97613,0,0,0,1026.180997507996
4,z,4,0.8,m1,na,13000000,0.8442578461538461,0.03761133031667239,0.06918856122202834,0.004385113057572897,13,0.0013485374207506185,0.0024807249068358726,0.8405534615384614,0.037459489783962345,0.06890924039224271,2,0,24,24,16,1.0,0.0,10975352,2496.0,91322,0,0,0,929.9042934480822
4,z,4,1.0,m1,init,13000000,0.8264357692307692,0.029881607086320826,0.05496921762397849,0.006211725823784698,13,0.0018379094520115976,0.003380957535146805,0.8213150384615384,0.029868570693394835,0.05494523630604902,2,0,24,24,16,1.0,0.0,10743665,3892.0,125355,0,0,0,1140.1851956080645
4,z,4,1.0,m1,na,13000000,0.8342872307692308,0.03379014151239015,0.062159228483728055,0.0071486766214423755,13,0.0018250457647756247,0.003357293920901482,0.8283268076923077,0.033647209189610644,0.06189629490275731,2,0,24,24,16,1.0,0.0,10845734,4776.0,145419,0,0,0,1027.946825269144
4,z,5,0.1,m1,init,13000000,0.9346671538461538,0.0028993462394013214,0.0053335415976965075,0.01417934733497936,13,0.0013428230176692508,0.0024702128796325355,0.921417,0.0033763842029906847,0.006211084882423229,0,2,56,40,48,1.0,0.0,12150673,9296.0,325912,0,0,0,2721.6450526230037
4,z,5,0.1,m1,na,13000000,0.9347333076923078,0.003277608839268426,0.006029380985151183,0.014366671508740278,13,0.0015997028788252415,0.002942760589342737,0.9213008076923077,0.0032575935497029017,0.005992561519425797,0,2,56,40,48,1.0,0.0,12151533,6975.0,335295,0,0,0,2663.213817578624
4,z,5,0.3,m1,init,13000000,0.8151189999999999,0.009389727976311586,0.017273033510841907,0.04004745273216244,13,0.003184273540323109,0.00585768445139705,0.7824403846153847,0.008420039626902123,0.01548922684501749,0,2,56,40,48,1.0,0.0,10596547,21343.0,806958,0,0,0,3645.325500144041
4,z,5,0.3,m1,na,13000000,0.8120459999999999,0.010531845023871712,0.019374034315719244,0.03970525062031053,13,0.00310258511755555,0.005707413126447961,0.7797636538461539,0.009379069211139289,0.017253425998412394,0,2,56,40,48,1.0,0.0,10556598,25562.0,788217,0,0,0,3284.9714136412367
4,z,5,0.5,m1,init,13000000,0.7188791538461538,0.014638168178128415,0.026927890788320044,0.0677777720386083,13,0.005406769857619556,0.00994611528381655,0.6701604230769231,0.014305814004387756,0.026316503025546365,0,2,56,40,48,1.0,0.0,9345429,40747.0,1185193,0,0,0,3438.400541790994
4,z,5,0.5,m1,na,13000000,0.7060877692307692,0.009960102065694101,0.018322274850364736,0.06770602784178374,13,0.006415069839758987,0.011800950634149788,0.6583628076923076,0.011910881240568766,0.021910863800424906,0,2,56,40,48,1.0,0.0,9179141,41776.0,1157297,0,0,0,3223.3281195642194
4,z,5,0.8,m1,init,13000000,0.5887625384615385,0.013068427240462125,0.024040247196508446,0.11546549517491295,13,0.015000515259328528,0.02759445251320868,0.5208338076923077,0.014863052111625733,0.027341579846101992,0,2,56,40,48,1.0,0.0,7653913,57160.0,1651827,0,0,0,3149.020584781887
4,z,5,0.8,m1,na,13000000,0.5686064615384615,0.015774663292063625,0.02901854966975254,0.10235607057198254,13,0.0071482803118237,0.013149740405954114,0.5103449615384615,0.013926996527049618,0.025619642903819538,0,2,56,40,48,1.0,0.0,7391884,56454.0,1401891,0,0,0,3355.4329821390565
4,z,5,1.0,m1,init,13000000,0.502877,0.016161900011186503,0.029730897550640283,0.13209834914455748,13,0.010784065705463133,0.019838011152561258,0.4362574615384615,0.013207979060292837,0.02429696211588801,0,2,56,40,48,1.0,0.0,6537401,67576.0,1596956,0,0,0,3051.15043249086
4,z,5,1.0,m1,na,13000000,0.5038482307692308,0.024068490595888586,0.0442756004931118,0.13867022604498794,13,0.012969538472850513,0.02385833468518645,0.43426711538461543,0.023326346875068158,0.042910377411896655,0,2,56,40,48,1.0,0.0,6550027,70892.0,1667325,0,0,0,2855.4398681541206
4,z,6,0.1,m1,init,13000000,0.9666339999999999,0.002259527087884103,0.0041565514151356946,0.0003148368363100866,13,5.848946860764218e-05,0.00010759529496913022,0.9663296538461539,0.002257551429411578,0.004152917059051259,1,1,40,24,32,1.0,0.0,12566242,62.0,7789,0,0,0,2243.0532479973044
